	1275	1119	167	3	41	356	540	596	796
	1192	1221	909	405	548	609	744	729	799
	1192	1223	991	593	843	652	745	774	784
	1254	1120	911	602	780	682	687	743	734
	1175	1009	668	655	841	820	779	791	810
	346	727	424	429	921	884	867	814	768
	1	256	273	387	851	963	930	782	705
	0	53	240	445	906	936	925	793	675
	0	88	175	540	931	934	832	790	714
	0	127	279	493	824	872	821	736	755
	31	479	447	518	837	786	776	797	813
	818	836	536	546	814	787	744	833	833
	1247	1205	767	612	814	821	780	745	700
	651	1148	963	720	848	809	768	559	479
	357	818	749	632	681	725	477	399	369

1275
