	nan	nan	94.4803186502	413.170691307	582.338387828	706.026202158	734.804085454	734.418138006	705.700149723	682.170765225	656.340503342	627.458322384	610.924642493	533.885197491
	nan	435.17902389	681.633163179	747.260883064	814.625202279	844.795408122	830.23421691	804.249111577	820.02347088	829.35985583	831.821614991	816.21419362	812.083067244	697.988888205
	nan	458.235793333	646.65897304	734.772528943	867.361029671	937.401609754	947.597188812	974.049316527	992.456653724	1024.01932944	1026.44564317	1018.06719967	997.709043012	876.359719155
	nan	220.113607031	593.335819424	699.9277626	841.639939159	933.823929931	963.190120879	1022.11465745	1057.75183367	1085.55495717	1139.04022491	1148.50132689	1096.2945638	992.736215349
	nan	nan	454.285653026	701.927264822	856.71235421	955.179978218	1012.6715214	1010.8471205	1021.0011508	1119.01018149	1231.17068514	1161.25186921	1175.3030882	1062.39788904
	nan	nan	569.460275978	736.669094581	896.968560115	995.675221462	1020.05343305	1014.62530686	1056.74264077	1090.90962092	1196.54710628	1271.79342012	1247.52197861	1132.57689499
	nan	0.0	738.306027289	787.267568917	941.108588207	1049.02857801	1042.55206585	1037.71311328	1127.98964108	1033.07263121	1124.2644048	1260.95541246	1290.77667286	1214.84442367
	nan	756.473190206	784.20122328	807.030672047	928.50260996	1079.09310277	1064.43398484	1090.3687968	1154.38522311	1111.47829938	1153.96878815	1292.60757743	1343.23589321	1276.87737677
	0.0	638.888777148	898.826730051	867.29286429	933.070640676	999.948476971	1190.40246295	1216.06141767	1200.90181726	1082.90244219	1229.17321681	1306.88786335	1377.04255094	1360.24329298
	507.489432772	813.455510425	956.126940223	945.527687784	878.563431694	853.140624451	964.628555455	1245.84422344	1244.64033904	1136.80190398	1194.19926144	1263.32628473	1377.23432324	1352.20410828
	725.716716332	934.35570348	1063.89568936	974.999276047	882.01062598	897.425522569	1004.97417595	1249.96041374	1165.19426968	1142.63361004	1178.03870177	1253.53878187	1335.04019902	1322.59354624
	917.488344207	1032.558392	1052.08716011	964.658831646	918.440086217	880.846842101	956.99284959	1096.62096997	1094.90563323	1094.19682826	1150.44714199	1236.57952693	1336.19691274	1212.0776451
	1068.24613768	1110.07803214	1073.02092813	951.760607451	902.020715094	870.301650748	932.613447615	979.85304658	1010.84248996	1070.94904543	1144.02090559	1244.20481212	1288.53170948	1129.47560121
	1108.69189713	1105.45543165	1054.41281765	954.309359939	932.725256555	963.583612823	1009.59786826	1035.09479716	1028.52044256	1107.43704182	1134.86331235	1256.7618856	1256.79252026	1025.68370853
	1122.19705521	1114.02670898	1046.79939141	946.509810827	946.906127993	1010.60791471	1038.99103558	1077.7928385	1100.09380602	1135.68387522	1124.08390942	1248.71074452	1215.50946597	995.205203361
	1067.51099589	1026.14433733	985.357045317	916.922430883	985.286065867	967.077672249	1085.17603609	1138.81261257	1159.68496454	1187.85412071	1186.57216171	1205.95416524	1241.04206237	1058.09324118
	883.288257466	931.239809171	919.468710849	899.316207457	975.153897492	996.218903355	1051.76195308	1117.95511284	1165.00337883	1173.91608825	1213.30164037	1210.43650252	1211.55434437	1150.39864818
	726.556387646	888.543777579	903.161418166	873.227267797	894.685854484	961.225561427	1093.12900485	1074.8747224	981.288383822	1102.96387482	1175.80337667	1129.13341737	1156.48653246	1177.56216808
	612.823334991	833.42265323	883.505681372	874.38503673	948.501044676	1002.38009757	1056.09312423	952.289334645	929.351283168	1025.4218344	1005.34792131	1096.10563032	1111.63013181	1117.90448189
	216.384431562	769.6474784	896.356870623	894.74055277	899.216895888	922.846464219	961.515022428	975.622092801	964.824611009	909.406322974	924.998533619	1060.61504729	1045.70143205	1027.39189445
	nan	787.358250812	941.430586846	970.623128257	936.342209879	907.355675192	868.856433317	818.181472725	825.385333427	775.314600959	819.989994214	969.007969715	1028.17017201	956.26269124
	265.0	795.112427668	1025.61945816	980.094016125	928.300207283	913.30977681	861.983374958	816.331519075	738.403172324	660.290447594	721.488295406	916.137168876	977.221551121	866.521482982
	256.437524714	843.091219309	991.939507239	926.343817261	871.210021179	883.461957708	821.60859273	759.812393487	706.562936797	601.397447682	658.157573863	769.69859914	852.352609225	751.347624412
	352.730871499	865.079629267	962.652325455	843.457775913	735.90813749	747.662696982	756.552425493	740.970118283	651.098942808	598.746000879	549.612326205	627.456056713	768.198744479	677.108736335
	nan	507.865111709	787.203266682	708.048945351	580.168540134	584.944403234	649.686652493	596.300054422	477.575181188	409.030114424	417.667227974	481.717460327	585.352182607	550.776791289
	nan	nan	349.588697244	519.816438448	467.870056777	483.192128168	455.286286366	310.036053113	158.236812686	0.0	89.2941067484	289.091294454	374.766256736	373.669103691
	nan	nan	nan	135.0	284.717001791	261.511680328	74.624057783	nan	nan	nan	nan	nan	177.0	210.692570764
