	1011.05855856	1013.07956989	1015.23489933	1017.01084599	1018.78540773	1020.47530864	1022.51581028	1024.4743833	1026.20248668	1028.23979592	1029.91514143	1031.52649007	1032.84868421	1033.92459016	1034.95245902	1035.7454844	1036.00492611	1036.33717105	1036.74710744	1037.65905097	1039.15021459	1048.36363636	1052.0	1038.875	1027.28571429	1013.57419355	1002.66891892	997.628318584	992.392307692	985.405555556	983.223175966	985.479020979	989.875796178	1000.12846348	1010.94725738	1021.27171492	1028.89939638	1034.22222222	1035.89193825
	1009.94883721	1011.84279476	1013.71585903	1015.58636364	1017.34013605	1019.04301075	1020.88235294	1022.80497132	1024.62659381	1026.69310345	1028.47892074	1029.97024793	1031.18555008	1032.15763547	1033.07377049	1033.73606557	1034.00983607	1034.21381579	1034.33	1035.22382671	1036.48511905	1036.96	1039.89473684	1030.58490566	1021.584	1010.95424837	998.988095238	994.203703704	990.407643312	984.517766497	982.3187251	983.633757962	989.080645161	995.860534125	1003.04059041	1017.64285714	1026.13488372	1032.07554672	1034.33391916
	1008.55092593	1010.63714903	1012.56108597	1014.33487298	1015.84562212	1017.3340564	1019.28898129	1021.17049808	1023.08	1025.07465278	1026.85204082	1028.14026403	1029.14614122	1030.10819672	1030.9442623	1031.45245902	1031.68688525	1031.86535304	1031.78571429	1031.17427386	1033.35106383	1033.93333333	1033.19512195	1026.84615385	1019.3047619	1006.31111111	996.375	993.44375	989.91954023	984.314285714	980.705179283	981.701298701	985.458745875	988.25	995.894472362	1009.90534979	1022.33423913	1028.33789954	1031.25046729
	1007.74599542	1009.91402715	1011.92505855	1013.35613208	1014.70251716	1016.0	1017.66252588	1019.4852071	1021.39444444	1023.30541012	1024.88682432	1026.04801325	1026.82207578	1027.5681445	1028.31855501	1028.68472906	1028.68472906	1028.84590164	1028.72727273	1026.50704225	1026.33557047	1030.24390244	1023.625	1020.7	1014.03603604	1002.07086614	994.513157895	991.722222222	988.202247191	983.184331797	979.912	978.956989247	980.277310924	983.857142857	992.857923497	1006.49099099	1018.77160494	1024.71571072	1027.72015656
	1007.85925926	1009.77395577	1011.57286432	1012.87407407	1013.85480094	1014.88427948	1016.51072961	1017.88080808	1019.7024952	1021.441331	1022.53571429	1023.41541039	1024.07973422	1024.62479339	1025.08059211	1025.26973684	1025.12006579	1024.9291598	1024.32854578	1021.80314961	1021.86238532	1029.35294118	1038.28571429	1018.92727273	1009.88505747	999.5	993.19047619	989.925714286	986.952879581	983.214611872	980.407114625	978.0	978.129213483	981.678571429	990.967032967	1006.72289157	1015.93597561	1021.40721649	1024.30228137
	1008.31920904	1010.05347594	1011.56639566	1012.80154639	1013.63915094	1014.35604396	1015.53304904	1017.04115226	1018.28273245	1019.57040998	1020.39929947	1020.96264856	1021.26666667	1021.49417637	1021.58016529	1021.37561779	1020.69624573	1020.23826087	1019.7687747	1018.36131387	1017.70491803	1026.375	1031.33333333	1020.875	1014.36	999.506666667	993.613636364	989.993589744	987.647058824	984.147465438	981.632352941	980.376470588	979.259259259	979.65	989.804733728	1003.67213115	1013.85661765	1019.80299252	1020.88492063
	1009.3141994	1011.15902141	1012.3125	1013.16230366	1013.74768519	1014.43207127	1015.48187633	1016.45833333	1017.32641509	1018.00545455	1018.27906977	1018.31076389	1018.24319728	1018.29461279	1017.82	1017.08739496	1016.38501742	1015.7369338	1015.28913043	1015.82330827	1017.11864407	1023.66666667	1038.6	1022.75	1011.62068966	1004.54166667	997.626168224	992.957142857	990.620111732	988.123762376	985.08496732	983.519230769	982.096153846	982.5625	990.168831169	1001.25	1006.52678571	1011.67555556	1013.91373802
	1011.34172662	1013.12891986	1013.79344262	1014.12947658	1014.69478908	1015.19124424	1015.6029724	1016.18664047	1016.71916509	1016.83333333	1016.55978261	1016.05525847	1015.53436426	1015.04266212	1014.23429542	1013.37966102	1012.5426087	1011.68365554	1011.14760915	1011.89849624	1013.14117647	1016.28571429	1027.66666667	1024.8	1013.75675676	1005.93877551	1000.30693069	996.796992481	995.189189189	993.625	991.379310345	987.296296296	984.295081967	985.245283019	990.328358209	999.97260274	1003.88372093	1006.66887417	1006.91145833
	1013.696	1015.1634981	1015.90714286	1016.1656051	1016.10106383	1016.24107143	1016.32426778	1016.62271805	1016.39312977	1015.91902072	1014.90502793	1013.99087591	1012.80918728	1011.90862069	1010.63855422	1009.64906303	1008.73116438	1007.98795181	1007.22692308	1007.7688172	1008.98214286	1011.57894737	1019.33333333	1016.9375	1014.22857143	1007.96875	1003.3852459	1001.82307692	1000.66197183	1000.16666667	997.689873418	995.781609195	991.072727273	990.375	995.62195122	999.491803279	1002.60606061	1003.02702703	1003.85576923
	1016.82949309	1017.98268398	1018.57758621	1018.20640569	1017.83695652	1017.45758929	1016.99150743	1016.81818182	1016.18003914	1014.9462572	1013.41825095	1011.93668529	1010.33035714	1008.95454545	1007.484375	1006.46088435	1005.4991453	1004.63917526	1003.8994709	1003.57790927	1004.55412371	1007.77142857	1013.94117647	1015.32	1014.93333333	1010.86567164	1007.34074074	1008.48780488	1008.3828125	1007.08333333	1005.68918919	1009.68367347	1011.4875	1008.10526316	1005.27173913	1003.0	1000.89189189	1002.79487179	1002.97752809
