11297	11297	11297	11510	11731	11731	11510	11731	11297	11297	11091	10893	10702	10339	10167	10000	10000	10000	10167	10167	10000	10000	10000	10167	10339	10339	10702	10702	10702	
11510	11510	11510	11961	11961	11961	11961	11961	11731	11510	11510	11091	10893	10517	10167	10000	10167	10167	10167	10167	10000	10000	10167	10339	10339	10517	10702	10893	10893	
11731	11731	11731	11731	11961	11961	11961	11961	11731	11731	11510	11297	11091	10702	10339	10000	10167	10167	10339	10167	10339	10167	10167	10339	10517	10702	10893	10893	11091	
11731	11510	11510	11510	11731	11731	11731	11731	11510	11510	11297	11091	11091	10702	10517	10167	10167	10339	10339	10339	10339	10339	10339	10339	10702	10702	10893	11091	11091	
11731	11510	11297	11510	11510	11510	11510	11297	11297	11297	11091	11091	10893	10702	10339	10167	10167	10167	10339	10339	10339	10167	10339	10517	10702	10702	10893	11091	11297	
11510	11297	11297	11297	11297	11297	11091	11297	11091	11091	10893	10893	10702	10702	10517	10339	10339	10167	10167	10339	10339	10339	10517	10702	10893	10893	11091	11091	11091	
11510	11510	11297	11297	11091	10893	10893	10893	10893	10893	10893	10893	10702	10702	10517	10517	10339	10339	10339	10339	10339	10517	10702	10893	11297	11297	11297	11091	11091	
11510	11510	11510	11297	11091	10893	10893	10893	10702	10517	10517	10702	10702	10702	10702	10517	10339	10339	10517	10517	10517	10702	10893	11297	11510	11510	11510	11091	11091	
11510	11510	11510	11297	11091	10702	10702	10702	10702	10517	10517	10517	10702	10702	10702	10517	10517	10339	10517	10517	10517	10893	11297	11510	11731	11731	11731	11091	11091	
11297	11510	11297	11091	10893	10517	10517	10517	10517	10517	10517	10517	10702	10702	10702	10517	10517	10339	10517	10339	10702	11091	11510	11510	11731	11961	11731	11297	11091	
11091	11297	11510	11091	10893	10339	10517	10517	10517	10339	10339	10517	10702	10702	10702	10702	10517	10339	10517	10517	10893	11297	11510	11731	11731	11731	11731	11091	11091	
11297	11510	11510	11297	10893	10339	10339	10339	10339	10517	10517	10517	10702	10702	10702	10702	10517	10339	10339	10517	10893	11297	11510	11510	11731	11731	11510	11091	11091	
11297	11510	11510	11297	10702	10339	10167	10167	10339	10517	10517	10517	10702	10702	10702	10702	10517	10339	10339	10517	11091	11510	11510	11510	11731	11510	11510	11297	11297	
11091	11297	11297	11091	10702	10167	10167	10167	10339	10517	10517	10517	10517	10702	10702	10702	10517	10339	10339	10517	11091	11510	11510	11510	11510	11510	11091	11297	11510	
11297	11297	11297	11091	10517	10167	10167	10167	10339	10517	10517	10517	10517	10517	10517	10517	10517	10339	10339	10517	10893	11091	11297	11297	11297	11297	11297	11297	11510	
11297	11091	11091	10893	10517	10167	10167	10167	10339	10339	10517	10517	10167	10339	10517	10517	10339	10339	10339	10702	10893	11091	11297	11510	11510	11510	11510	11297	11510	
11297	10893	10893	10702	10517	10167	10000	10000	10339	10339	10339	10339	10167	10167	10167	10339	10339	10339	10517	10517	10893	11091	11297	11510	11731	11731	11731	11510	11510	
11091	10893	10893	10702	10517	10167	10000	10000	10339	10339	10517	10339	10167	10339	10339	10167	10339	10517	10517	10702	10893	11091	11297	11510	11731	11961	11961	11731	11510	
10893	10893	10893	10702	10517	10167	10000	10000	10167	10339	10517	10339	10339	10517	10517	10517	10517	10517	10517	10702	10893	11091	11297	11510	11731	11961	12200	11961	11731	
10702	10702	10702	10517	10339	10000	10000	10167	10167	10339	10339	10339	10517	10517	10702	10517	10517	10517	10702	10893	10893	11091	11091	11510	11731	11961	12200	11961	11731	
10517	10517	10339	10339	10167	10000	10000	10000	10167	10167	10339	10339	10517	10702	10702	10702	10702	10702	10702	10893	10893	11091	11091	11297	11731	11961	11961	11961	11961	
10167	10339	10167	10167	10000	10000	10167	10167	10167	10339	10339	10517	10702	10702	10893	10893	10893	10702	10702	10893	10893	10893	11091	11510	11731	11961	12200	12200	12200	
10167	10167	10167	10000	10000	10167	10339	10339	10339	10339	10517	10702	10893	10702	10893	10893	10893	10893	10893	10893	10893	10893	11091	11297	11510	11961	11961	12200	11961	
10000	10000	10000	10000	10000	10339	10339	10517	10517	10517	10702	10893	10893	10893	10893	10893	10893	10893	10893	10893	10893	10893	11091	11297	11510	11731	11961	11961	11961	
9839	10000	10000	10000	10167	10339	10517	10702	10702	10702	10893	10893	10893	10893	10893	10893	11091	11091	10893	10893	10893	10893	11091	11091	11297	11510	11731	11731	11731	
10000	10000	10167	10167	10339	10517	10702	10702	10702	10893	11091	11091	11091	11091	10893	11091	11091	11091	11091	11091	10893	10893	11091	11091	11297	11297	11510	11510	11510	
10339	10167	10339	10339	10339	10702	10702	10702	10893	11091	11297	11297	11297	11297	11091	11091	11091	11091	11091	11091	10893	10893	10893	11091	11091	11297	11297	11297	11297	
