	2704.11949245	2744.41727208	2730.6323577	2760.77148137	2757.00724143	2718.89215664	2703.90677701	2683.48667876	2704.31515152	2734.15941076	2752.31194262	2731.70084524	2752.54521726	2767.5029846	2767.50177807	2786.6813973	2765.72642134	2754.70594383	2670.49357741	2664.26428393	2606.04198665	2568.3092704	2493.04279537	2436.53917012	2464.13214385	2410.42849981	2340.9360211	2319.3272507
	2780.7838368	2766.41481454	2803.20868654	2812.16908498	2787.40204189	2774.8873713	2773.68784571	2768.92547527	2781.0780519	2795.0727063	2788.35930375	2788.19207342	2801.28428057	2802.66387018	2802.30900998	2788.02150069	2779.98235757	2760.98592915	2712.99699791	2672.58460059	2643.59102531	2618.18233898	2562.68167176	2489.30091497	2452.04876152	2447.09925288	2389.27108963	2342.52402855
	2739.76912473	2824.82961034	2813.6826847	2798.70095234	2800.96956312	2799.89558978	2811.56010822	2815.14904523	2828.17414145	2855.3271172	2874.85766378	2880.35684947	2846.72552059	2821.38924724	2816.52218559	2802.23136604	2793.51267388	2773.47547043	2757.21329182	2724.93742627	2672.61986435	2626.88466651	2604.45674193	2579.35982951	2484.02337192	2474.15849164	2443.33500151	2372.16049992
	2790.35374522	2824.70357214	2766.99295118	2815.42936584	2823.55097709	2845.25431165	2859.69471856	2877.23215404	2891.24286498	2906.21355443	2920.37522967	2885.02293852	2853.82600115	2820.33583666	2792.9370046	2774.44882419	2772.1907125	2768.26548569	2742.941091	2718.49805421	2695.07192584	2654.93492455	2613.14614053	2613.9437381	2534.34983219	2478.61623067	2475.0583432	2388.82769192
	2736.61289327	2793.71493366	2808.68322393	2834.58896926	2825.86043338	2893.20891125	2887.37465016	2875.05569022	2881.76187547	2885.55642558	2890.14395448	2874.8261948	2827.09067783	2790.5943004	2763.19767793	2740.39844943	2734.72028103	2742.89459983	2746.06193968	2726.38056506	2706.06843184	2656.86189777	2643.37342829	2609.46251014	2585.75344943	2497.52642914	2478.81301503	2419.72179622
	2625.05011418	2734.56856371	2772.08179117	2820.07610658	2855.82671553	2885.75232308	2873.91821376	2870.90384096	2859.51421738	2873.93775266	2866.90497086	2842.39691649	2814.74601806	2769.5603753	2739.14670649	2713.7118029	2705.5507999	2708.77469582	2728.41904824	2718.728099	2712.26477268	2690.01983166	2666.90751798	2619.81975279	2614.6856367	2544.31596225	2482.28973217	2473.80582503
	2564.32215507	2672.40869099	2769.98442382	2795.74480629	2823.58213328	2850.86644296	2867.90857436	2851.6464757	2851.4409592	2860.82269876	2853.30027238	2832.49268857	2800.38105852	2764.36968375	2721.61243522	2692.06745025	2681.6734292	2689.09412793	2701.22737989	2701.3361413	2722.93721684	2715.39668185	2681.69815878	2661.26391991	2615.98292748	2609.97739421	2510.89755721	2452.43609972
	2528.26663081	2628.88403959	2730.39274877	2783.04788458	2802.76834207	2842.09983583	2835.33014339	2842.22017759	2838.3487359	2849.02409981	2842.7468551	2818.50078178	2792.87863721	2749.92162333	2710.92705192	2680.41843578	2668.44905949	2670.89399622	2684.93888528	2697.33323729	2694.96565048	2698.50032142	2686.12105251	2701.35927605	2638.49734195	2615.06071157	2602.41095202	2542.58083653
	2539.54945515	2620.51824554	2692.7268579	2764.10390414	2803.16966204	2788.56827491	2816.14839803	2809.44094653	2828.02971279	2821.20766413	2834.99489658	2811.70152953	2786.32032741	2737.12069467	2700.57558064	2670.90061994	2651.06337738	2658.33865661	2665.14622923	2683.12596139	2706.27296276	2711.66924698	2687.18992746	2706.25833649	2690.21787967	2649.32830794	2593.18982021	2578.74034621
	2568.90575446	2610.13835633	2687.97520677	2752.75550612	2791.40639827	2792.7069555	2800.66206966	2782.83132146	2801.91800042	2799.81986868	2823.04544317	2800.91510523	2777.26259947	2734.51485662	2691.28115597	2664.9487737	2644.01272384	2644.7055578	2645.59821662	2663.73065615	2683.35643003	2720.12881125	2704.18548249	2703.75960191	2716.2171004	2678.58423586	2647.42925156	2622.57336971
