0	194	157	137	126	110	118	132	132	122	114	102	96	82	67	56	47	51	58	76	81	98	108	125	141	148	161	176	
186	166	149	132	123	122	118	115	110	102	91	78	66	49	37	27	25	29	37	54	66	78	89	105	124	141	153	166	
177	182	158	137	124	112	106	96	92	81	60	45	30	22	16	9	8	10	21	30	45	60	77	91	104	127	141	157	
173	182	155	139	112	97	88	78	68	58	40	19	13	6	3	1	1	1	7	21	32	47	62	79	93	113	134	147	
166	191	161	132	105	91	74	66	63	52	35	18	8	5	2	1	1	1	2	11	21	35	54	68	86	102	124	140	
159	202	169	133	107	86	74	69	64	56	37	21	13	6	3	1	1	1	2	7	15	24	40	55	76	92	111	134	
148	207	174	134	111	94	81	71	68	56	41	26	14	6	2	1	2	1	1	4	12	15	27	47	63	84	96	123	
141	209	177	140	110	96	84	76	68	57	44	28	18	6	3	2	2	1	1	2	6	14	23	38	48	72	90	103	
124	202	171	139	112	96	87	79	72	57	48	28	17	7	4	2	1	1	1	2	3	4	14	30	40	57	76	95	
112	193	163	130	113	93	87	76	74	61	53	32	20	7	3	2	1	1	1	2	2	3	6	19	34	43	64	83	
98	179	150	124	107	92	80	72	71	57	51	34	21	8	3	2	1	1	1	1	2	2	4	7	23	33	49	62	
81	166	140	117	103	89	77	69	65	57	50	33	21	8	3	2	1	1	1	1	1	2	2	2	13	25	36	48	
59	159	127	106	92	86	76	67	62	57	48	33	19	9	3	1	1	1	1	1	0	0	0	2	2	14	22	34	
44	140	119	100	92	82	71	63	57	52	43	31	18	8	5	1	1	1	0	0	0	0	0	0	2	4	12	20	
26	130	110	92	80	73	66	53	51	50	43	29	17	8	5	2	1	0	0	0	0	0	0	0	2	2	4	7	
12	121	99	80	72	66	52	46	45	46	40	29	17	9	5	2	1	0	0	0	0	0	0	1	2	2	2	6	
5	112	93	70	61	56	50	42	40	44	36	27	22	9	5	5	2	0	0	0	0	0	0	1	2	2	3	5	
4	103	81	63	51	49	47	42	40	37	31	27	24	9	5	5	4	1	0	0	0	0	0	0	2	2	4	5	
4	98	73	54	48	46	44	40	38	36	31	28	26	15	6	5	3	2	1	0	0	0	0	0	1	2	4	4	
4	92	74	54	42	40	41	38	33	34	30	30	29	20	11	6	3	2	2	0	0	0	0	0	0	1	4	5	
4	91	74	54	41	37	39	34	29	31	30	32	29	24	16	11	4	2	2	2	1	0	0	1	1	2	5	5	
5	93	75	57	40	36	30	30	30	29	30	30	30	26	23	14	8	4	3	2	1	1	2	2	2	3	5	6	
4	114	88	66	50	39	33	35	32	30	28	31	31	25	24	17	10	5	3	2	2	1	2	3	3	3	4	3	
4	120	94	72	58	43	36	31	32	30	26	28	34	29	24	19	13	7	4	3	2	1	1	3	3	3	6	7	
6	133	108	82	63	50	39	36	35	31	27	25	31	31	26	25	17	8	5	4	3	1	1	3	4	6	9	10	
12	140	114	83	68	50	40	33	30	29	26	25	32	29	28	25	21	11	6	5	4	4	3	4	6	10	12	18	
21	154	129	92	70	55	43	33	27	24	23	25	28	29	29	28	22	13	8	6	6	5	4	4	9	14	21	29	
37	162	145	105	71	58	37	27	23	21	22	23	26	27	27	25	23	15	10	9	7	7	7	10	14	22	32	40	
46	178	153	114	82	56	38	24	21	19	18	21	23	25	25	25	24	17	12	10	10	11	9	16	26	33	43	47	
58	192	160	123	88	61	36	24	21	17	19	18	22	25	25	24	23	19	16	14	14	14	16	27	36	44	53	58	
68	205	165	133	94	64	38	25	17	15	18	17	21	27	25	27	24	22	17	18	14	21	32	44	51	56	59	73	
82	218	172	135	95	63	38	21	15	14	14	15	18	27	27	26	26	23	20	21	23	29	44	54	59	62	79	86	
94	219	183	139	99	63	36	19	14	14	14	14	16	22	24	27	26	24	24	28	33	41	55	62	69	72	85	93	
102	214	192	149	107	65	35	18	11	8	11	11	14	19	24	23	23	24	28	31	39	53	64	71	78	86	96	104	
118	212	176	157	120	76	43	25	15	7	7	9	14	16	24	25	28	29	32	44	58	71	75	79	86	100	107	117	
130	217	183	154	120	88	60	41	29	22	22	24	28	37	46	51	54	56	60	64	70	75	81	85	99	109	119	130	
138	206	171	149	122	96	75	65	57	47	42	44	50	53	61	64	71	73	74	74	76	80	89	103	112	115	129	139	
150	188	150	107	106	90	77	75	70	65	68	70	74	77	80	84	87	91	90	90	92	101	108	115	118	129	142	150	
160	231	194	164	123	97	73	68	61	63	71	78	85	94	97	100	103	106	106	106	109	115	118	123	130	141	151	165	
172	246	216	195	161	136	100	82	83	82	84	86	99	106	109	111	113	113	114	117	124	125	129	136	146	154	166	174	

787
