	1	0	0	0	18	19	40	43	52	114	167	286
	198	313	61	35	33	80	135	125	163	289	289	292
	788	537	213	50	128	236	225	191	167	163	234	255
	739	622	60	48	132	181	206	236	215	217	241	261
	699	554	123	75	146	186	217	233	305	261	242	267
	498	441	296	167	170	202	209	326	277	247	262	280
	252	391	303	308	337	264	361	335	295	270	337	266
	164	380	354	381	468	573	448	348	347	365	300	273
	46	172	174	313	606	544	462	428	415	347	335	179
	1	26	48	206	449	374	299	305	187	186	143	72
	2	46	130	323	407	357	296	188	205	141	118	76
	1	154	271	330	414	375	185	177	166	153	140	67
	5	152	315	358	463	293	213	162	176	211	183	60
	18	143	151	384	292	268	152	132	202	202	208	55
	2	155	246	164	325	226	179	219	246	256	227	87
	93	266	383	367	270	296	324	333	338	370	351	253
	160	217	198	148	254	258	319	284	305	293	308	232
	96	164	25	15	245	321	281	365	338	318	238	239
	42	19	1	7	25	153	186	207	307	197	193	224
	19	1	3	0	22	47	131	196	180	180	197	234
	85	39	0	0	0	13	65	117	134	172	215	236

1017
