	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
	nan	nan	nan	nan	nan	nan	nan	nan	nan	10893.0	10893.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
	nan	nan	10893.0	10816.6	10824.7857143	10801.4814815	10829.3333333	10845.25	10823.4603175	10786.7107438	10795.2087912	10795.8372093	10817.0	10869.125	10854.8	10765.6666667	10741.4	10702.0	nan	nan	nan	nan	nan	nan	nan
	nan	10829.3333333	10796.3488372	10773.2466368	10736.0030864	10716.3805774	10725.0137457	10710.175	10700.6285714	10663.8347339	10692.6485507	10743.7015707	10773.0744681	10745.6808511	10744.4411765	10763.625	10807.3181818	10765.6666667	nan	nan	nan	nan	nan	nan	nan
	nan	10777.3225806	10728.3014184	10637.7214137	10586.9400685	10564.2621951	10579.264214	10590.9744059	10582.7156309	10565.4961832	10589.4617225	10611.2152318	10681.3303965	10695.0	10702.6126126	10728.8	10729.4444444	10742.2666667	10798.1	10797.5	10893.0	nan	nan	nan	nan
	nan	10788.4038462	10672.0244648	10566.1751527	10490.0034483	10464.7981221	10484.8368679	10507.7234043	10500.1814672	10493.65	10495.6181319	10552.4323432	10590.5230126	10622.1624365	10618.4183007	10660.3112583	10673.512	10707.097561	10724.8709677	10745.9	10704.0	10893.0	nan	nan	nan
	nan	10746.6829268	10639.5367647	10531.1593533	10441.9194499	10408.8743363	10414.375	10424.6912065	10433.7995392	10436.8103896	10444.0618893	10487.1906615	10533.1076233	10539.5882353	10550.4259259	10559.1257862	10571.7124183	10631.326087	10725.8352941	10708.6071429	10656.4285714	10704.0	10893.0	nan	nan
	nan	10720.48	10621.1919192	10510.7865169	10410.1172414	10382.6589474	10391.8869936	10380.67	10390.8529412	10381.184669	10407.0635593	10462.589372	10476.547619	10474.4133333	10485.64	10516.3710692	10509.4201183	10534.2884615	10624.9478261	10674.8679245	10655.375	10676.5	10893.0	nan	nan
	nan	10717.6	10605.5925926	10463.5084746	10388.772846	10357.9108434	10363.9316456	10330.136646	10317.0113208	10313.7149321	10351.5549451	10375.5241379	10416.7603306	10417.9310345	10432.647541	10484.6319444	10471.0432099	10483.90625	10588.8606557	10667.8142857	10669.24	10614.375	10797.5	nan	nan
	nan	10666.9285714	10567.8188976	10420.4223108	10355.2245509	10329.7647059	10315.4767802	10290.5610687	10278.2465116	10289.2608696	10339.7448276	10384.3852459	10424.77	10429.4895833	10390.4285714	10446.75	10420.9308176	10433.2606061	10503.531746	10613.8571429	10616.2857143	10514.3636364	10612.75	nan	nan
	nan	10675.4375	10503.6226415	10396.3286385	10321.3933824	10295.1672598	10285.4785992	10274.07109	10227.0179641	10286.3061224	10340.3207547	10324.6555556	10342.0921053	10400.5952381	10357.4268293	10387.5137615	10370.8680556	10415.8282209	10470.0676692	10539.4315789	10570.1521739	10516.5882353	10648.0	10797.5	nan
	nan	10655.25	10470.1290323	10356.8381503	10282.5215311	10300.7614679	10263.7634409	10249.7727273	10259.1484375	10297.8224299	10339.7333333	10363.4246575	10341.9672131	10352.2153846	10364.4027778	10349.6020408	10362.972028	10373.7559524	10455.1788079	10552.952	10593.9589041	10530.8275862	10557.4615385	10609.5	nan
	nan	10658.75	10465.6363636	10365.0357143	10327.8625	10289.6266667	10265.609375	10271.733945	10308.7252747	10334.8783784	10296.56	10330.0	10318.9361702	10361.3333333	10345.9076923	10384.7474747	10340.4863014	10348.6424581	10437.7159091	10519.6144578	10579.4188034	10585.7833333	10650.1034483	10668.8	10893.0
	nan	10687.2380952	10474.0352941	10393.5614035	10320.4519231	10279.9550562	10245.5714286	10322.5538462	10333.2884615	10383.5714286	10370.25	10357.3157895	10425.6428571	10331.8913043	10356.84375	10400.1320755	10311.2348993	10316.7772021	10403.6538462	10470.5857143	10575.8469388	10636.3897059	10632.8095238	10688.0714286	10850.5555556
	10702.0	10580.7083333	10479.0117647	10365.6590909	10377.625	10359.8135593	10318.2790698	10353.4594595	10395.4	10404.5454545	10406.2692308	10431.6666667	10483.2571429	10393.3414634	10337.1551724	10377.0277778	10331.9638554	10282.1359223	10363.9276596	10417.6626016	10515.2607004	10613.5151515	10682.8461538	10745.8045977	10772.3636364
	10705.0	10579.4358974	10464.7362637	10355.2650602	10322.7288136	10351.2954545	10265.04	10321.0	10367.5238095	10394.8076923	10474.7826087	10495.3103448	10370.5	10405.3	10368.3442623	10383.5798319	10294.4285714	10282.0695652	10342.5074627	10388.2196721	10456.0449102	10547.5470085	10630.2530864	10712.2537879	10776.0285714
	10705.8	10580.2033898	10400.047619	10304.852459	10316.7804878	10324.9310345	10283.0	10289.6666667	10209.9090909	10396.8333333	10469.1111111	10458.6521739	10432.72	10437.2	10452.084507	10386.9453125	10307.8307692	10290.8270677	10309.1401869	10332.7113402	10383.7802198	10442.7884615	10512.0886525	10585.8576159	10648.8557536
	10725.5	10560.6666667	10386.2769231	10337.1463415	10369.5806452	10338.9166667	10352.3333333	10242.0909091	10382.4285714	10456.25	10546.5	10439.3125	10471.7307692	10429.725	10417.8611111	10384.6444444	10301.1674641	10253.9275862	10281.8888889	10268.5932203	10291.4308231	10306.524024	10345.8648294	10379.9418052	10407.0266371
	10715.65	10519.2083333	10417.4675325	10386.3018868	10431.8780488	10387.6296296	10462.9090909	10427.7058824	10417.2857143	10507.7333333	10488.8888889	10416.5714286	10466.7307692	10409.0	10407.1643836	10390.4	10291.6188341	10262.0835913	10251.3356322	10220.7355072	10187.9603053	10180.732991	10171.8666667	10153.3163043	10138.5147368
	10712.1	10528.5844156	10460.5131579	10445.64	10440.5757576	10388.5	10487.4210526	10493.4666667	10454.5384615	10510.0833333	10566.3333333	10463.0	10506.48	10443.7179487	10427.025641	10391.7733333	10307.9833333	10241.9479769	10208.8376068	10161.4261745	10130.2087912	10079.3444976	10031.8533333	10000.0701382	9971.98218029
	10665.4594595	10504.1558442	10464.4	10515.8679245	10507.9677419	10404.1	10516.6666667	10511.2307692	10577.4615385	10622.9230769	10626.0	10500.3636364	10503.6818182	10442.8421053	10426.425	10376.4322581	10320.3294118	10247.2941176	10192.7988048	10140.5612403	10078.3589077	10016.7644394	9932.99351351	9875.7624076	9847.43051202
	10639.8297872	10532.8452381	10514.6533333	10570.5714286	10565.9166667	10486.2380952	10547.5555556	10621.1333333	10605.9230769	10622.9230769	10552.625	10570.0	10429.6666667	10499.0697674	10429.1325301	10397.2283951	10321.1755725	10250.4450128	10182.7451737	10135.5097451	10056.2015209	9977.20403587	9884.27194861	9817.93789474	9786.68234065
