	nan	nan	591.5	2392.71506034	1773.50227787	686.716470108	627.691084957	612.269260834	963.150128228	1385.63424891	1484.32067908	1408.70477805
	nan	nan	2366.49851772	1819.45218404	1974.09653767	883.925254098	644.599150276	710.576495565	984.141788381	1399.75005619	1685.02913349	1630.09858305
	1186.70589823	751.771824447	1874.16301509	1684.56147112	1570.02580473	1234.87006142	797.619786266	810.342563383	1013.88034797	1427.26249005	1479.61075777	1497.38161739
	318.192576211	788.819998269	1522.77886901	1605.96413068	1565.77269992	1155.57646972	864.889369627	845.425976542	997.485275359	1392.87307034	1410.29197522	1433.97235709
	178.085077591	540.563547953	1164.6364677	1271.61613123	1346.95656569	1055.21301246	800.23338792	736.527996472	868.822929339	1393.32556019	1325.18189957	1406.97123054
	128.211768909	336.197113968	794.853272054	846.598090659	973.368150021	784.487915932	616.607863557	643.082315558	935.666789591	1107.55627624	1242.23072902	1226.53024155
	108.993699865	245.813186512	556.226989607	713.988631527	841.142568231	606.339785345	495.005614431	618.336121818	884.820079687	1352.32878073	1258.13292741	1270.54838239
	101.161745382	207.114401456	373.151921809	607.753667163	731.605284446	595.326926224	561.54212946	601.49527066	896.422048144	1367.8112185	1397.86404018	1476.38706259
	99.1917504538	168.460614931	272.170592367	441.962834157	603.987382826	513.411583045	525.86534262	624.472120801	841.83651363	1495.84249362	1624.57927726	1834.10525154
	97.829694024	145.014999628	196.914158856	298.177374716	458.692699287	528.653923635	535.116140231	602.727652457	928.912485312	1712.15110396	1913.98291297	2001.58540152
	98.7841518933	136.960073907	172.446907842	240.59123918	340.462147682	482.556116435	611.626642151	693.132618084	1047.85688814	1841.63430427	1985.73059626	2117.13763788
	102.602056993	139.230066386	178.862849421	228.022154176	297.738743005	406.021777952	589.536128122	852.353898776	1311.30248645	2028.56001633	2168.16793336	2068.61401174
	102.138948611	143.313429588	191.008401924	247.812950402	294.046563097	387.979710115	601.761808844	893.847981975	1446.94744825	1976.43355527	2120.27197119	2049.24600966
	94.387344586	138.892011853	191.89981589	237.821366935	316.451522212	432.777603538	586.632220034	846.218388081	1426.96602944	1877.86112748	2142.27110327	2062.09989447
	87.7288930209	133.806695477	185.51551701	260.055208614	393.255822996	541.976248769	637.465355728	787.1173753	1300.69480498	1782.20225942	1944.7809217	1996.91631921
	84.4676738223	134.134821744	201.19923011	299.37564831	488.263275319	639.166730212	696.651498	733.618261181	1198.31236103	1735.95185131	1905.69735879	1907.71172826
	79.6051282925	135.681881157	259.83077662	384.543365234	673.915940031	790.382047707	731.83066627	815.324326518	1256.08559329	1700.30273878	1868.67124772	1857.80068176
	74.9077229011	137.840989197	321.089577487	488.072895123	733.910992018	852.097605927	819.79652244	946.829016804	1238.84883912	1560.67467948	1580.45652595	1684.44867227
	75.7566656871	136.518318457	420.149994468	860.025746748	831.418102456	893.892530983	895.773158716	899.442116245	1117.48638729	1381.09983624	1447.28534239	1669.68300708
	71.8743936315	270.266245059	1399.70765014	1051.35978447	1348.1189493	1119.14551267	1006.00964121	911.901284168	1115.42810206	1594.21153858	1695.31394858	1624.15895039
	nan	2654.40109771	1329.35783177	2482.71974052	2120.43533004	1650.20190467	1299.00109291	1019.34923462	1416.59843472	1823.8943323	1950.75691081	1764.59842829
