0	10	64	80	50	11	3	2	0	2	9	17	
10	4	56	52	41	35	3	1	1	1	14	22	
20	1	6	34	51	35	7	4	0	3	17	27	
35	0	0	20	36	21	7	3	1	1	17	25	
29	0	0	5	14	11	2	2	2	1	12	26	
38	0	1	1	4	6	1	2	1	0	13	32	
39	0	0	0	1	1	1	2	0	1	21	31	
35	0	0	0	0	0	0	0	0	1	23	45	
53	0	0	0	0	0	0	0	0	4	19	62	
93	0	0	0	0	0	0	0	1	4	34	89	
118	0	0	0	0	0	0	0	1	12	61	102	
137	0	0	0	0	0	0	0	1	24	74	115	
137	0	0	0	0	0	0	0	1	31	91	117	
142	0	0	0	0	0	0	0	1	20	70	121	
146	0	0	0	0	0	0	0	0	12	59	110	
144	0	0	0	0	0	0	0	0	11	45	90	
132	0	0	0	0	0	0	1	2	14	32	58	
84	0	0	0	1	0	0	0	1	9	25	31	
50	0	0	0	1	1	1	1	3	7	22	23	
45	0	1	9	9	8	10	2	4	9	22	37	
54	0	14	51	49	57	29	13	8	19	61	72	

1275
