	2713.03921569	2523.05479452	2607.79268293	2831.43037975	4301.11702128	5646.77310924	6791.59285714	7565.2885906	7868.90062112	7873.04294479	8238.24175824	8380.8097561	8521.28861789	8333.79272727	8030.2116041	8046.50675676	7979.04362416	7648.19047619	7435.5	7470.50364964	7422.67753623	7554.93181818	7497.92395437	7319.37959184	7030.75555556	6762.25358852	6628.58241758	6590.4	6660.27950311	6371.43125
	2640.0	2500.25609756	2572.26373626	2877.16842105	4488.89090909	5574.42537313	6661.82876712	7112.60493827	7795.98863636	8067.55555556	8283.48792271	8093.56779661	8579.45555556	8271.98939929	7906.64642857	7979.43816254	7850.15789474	7535.60701754	7420.34827586	7351.62313433	7419.52651515	7523.29083665	7400.56147541	7285.86075949	7185.18222222	6854.75	6845.609375	6686.17514124	6666.375	6325.56849315
	2592.125	2535.4893617	2699.4368932	2660.09615385	3728.9137931	5084.17557252	6350.31818182	7112.44791667	7767.14795918	7934.60849057	7928.36681223	7851.94594595	7985.47311828	7967.85294118	7716.53846154	7744.74087591	7658.72340426	7362.22916667	7221.4270073	7331.44150943	7415.532	7449.68273092	7490.6440678	7257.00881057	6952.60287081	6801.25	6640.11891892	6627.53846154	6623.71698113	6507.55
	2649.6626506	2547.60606061	2736.03738318	2595.86915888	3368.3	5000.25170068	6042.13559322	6709.36945813	7296.4	7445.35321101	7393.48163265	7334.65037594	7615.32481752	7650.765625	7375.06545455	7466.82061069	7403.7810219	7196.12142857	7115.44074074	7245.78625954	7299.29554656	7377.49579832	7428.625	7195.58333333	6952.93596059	6694.235	6566.12637363	6636.73863636	6671.54487179	6360.42857143
	2701.0	2705.82407407	2899.88235294	2747.1637931	3335.45901639	4635.9047619	5778.01685393	6332.385	6878.92647059	7052.85388128	6981.37549407	6932.09765625	7382.62271062	7322.72222222	7052.23529412	7240.85603113	7252.37121212	7010.41176471	7079.6	7179.72307692	7203.70940171	7230.1754386	7040.41552511	6931.76811594	6784.1025641	6568.54314721	6537.71751412	6389.11176471	6398.70322581	6102.8880597
	2658.73684211	2780.86086957	2845.45528455	3122.48461538	3009.89516129	4434.14765101	5488.53072626	5976.68396226	6359.6745283	6616.28085106	6628.08846154	6424.15748031	7030.15355805	6869.01976285	6709.89285714	6868.19123506	6942.8	6670.16015625	6767.30120482	6934.41365462	6991.54782609	6891.25877193	7092.36842105	6792.02415459	6536.31	6469.24226804	6445.62068966	6563.5755814	6469.08	6444.78676471
	2633.45098039	2886.43333333	3173.85820896	3006.61481481	3243.10948905	4156.49673203	5311.9025641	5684.42600897	6224.40084388	6245.88477366	6219.82213439	6148.59036145	6608.5942029	6615.95061728	6508.46484375	6607.81967213	6726.82071713	6544.92682927	6463.95633188	6722.14883721	6819.18502203	6671.87671233	6972.56132075	6669.65365854	6661.04639175	6555.83333333	6582.87222222	6624.42196532	6333.98701299	6388.75
	2829.49565217	3243.64705882	3310.74100719	2961.49264706	3090.53191489	3899.24074074	4907.1804878	5626.23012552	6008.26984127	5904.94142259	5907.67355372	5853.96812749	6240.87591241	6457.4	6228.75502008	6455.74895397	6453.85106383	6307.24122807	6314.52336449	6489.4372093	6592.18779343	6759.01339286	6873.33181818	6589.425	6575.62051282	6657.92307692	6672.59340659	6729.10982659	6580.34210526	6444.13103448
	2870.61344538	3215.83333333	3384.12666667	3139.08163265	3310.23529412	4123.18181818	4783.75536481	5319.6484375	5716.81782946	5610.48760331	5599.412	5513.67073171	5922.5658363	6221.39130435	6065.72908367	6331.67901235	6225.37021277	6113.69911504	6183.3627907	6429.38967136	6571.0787037	6773.52654867	6880.99541284	6580.93658537	6832.46192893	6749.80612245	6803.61452514	6715.18079096	6893.84302326	6815.69871795
	3170.875	3384.39310345	3537.675	3367.12738854	3680.41420118	4343.39111111	4899.5703125	5163.77173913	5510.64206642	5602.82936508	5337.52362205	5270.77822581	5869.01067616	6046.35797665	5900.11067194	5948.49122807	6042.58951965	5929.06334842	5986.67142857	6316.31336406	6577.11607143	6724.35111111	6958.68609865	6959.9	6975.99502488	7082.88942308	7144.2979798	7117.61780105	7206.70491803	7238.31547619
	3191.12230216	3465.79393939	3544.33333333	3583.45505618	3985.76884422	4471.27235772	4753.0	4871.76845638	5091.78333333	5005.47148289	5006.17153285	4951.5984252	5545.50333333	5649.13653137	5584.87698413	5660.47033898	5836.76785714	5718.98283262	5893.4826087	6236.72457627	6340.11538462	6710.69736842	6958.26612903	7063.00421941	7049.84188034	7197.57709251	7245.96208531	7362.51196172	7495.15348837	7362.33333333
	3455.71779141	3709.63589744	3773.48341232	3709.32380952	4314.62139918	4513.85664336	4734.00301205	4730.16257669	4893.17771084	4845.15771812	4837.47194719	4703.04029304	5250.73482428	5341.09440559	5188.57037037	5435.17695473	5692.24279835	5568.70588235	5511.10638298	6087.03375527	6321.97991968	6644.58299595	6813.232	7125.75968992	7141.97244094	7159.98054475	7304.92607004	7455.57142857	7641.83043478	7634.25641026
	3957.34042553	4152.15555556	4274.71794872	4339.38351254	4597.06622517	4679.29216867	4865.67115903	4778.89355742	4885.82535211	4848.94207317	4724.40425532	4604.15034965	5217.00934579	5186.78892734	5295.15693431	5439.56153846	5782.625	5577.9453125	5645.27642276	6042.79133858	6473.93382353	6793.65354331	7047.52416357	7390.30909091	7382.88447653	7340.48096886	7547.271777	7696.58781362	7901.40794224	7938.31734317
	4401.33054393	4426.69858156	4472.94117647	4549.18844985	4807.80952381	4787.52755906	4866.255	4873.74129353	4826.97932817	4747.64187328	4609.71745152	4483.70461538	4892.68484848	4996.53793103	5000.70397112	5405.35507246	5822.82857143	5421.89433962	5754.75757576	6028.58759124	6468.01079137	6781.77777778	7170.24460432	7338.56418919	7464.73063973	7463.30031949	7706.66558442	7918.88778878	8074.1682243	8111.371875
	4478.67247387	4660.41714286	4703.13506494	4691.22921914	4876.64351852	4840.4573991	4892.50657895	4761.71875	4826.18648019	4583.74686717	4525.26010101	4489.56164384	4754.91111111	4810.70121951	4898.94357367	5154.69899666	5620.85223368	5496.18309859	5657.925	6018.64285714	6358.09830508	6792.25901639	7099.0221519	7312.34259259	7484.00931677	7535.48	7794.71225071	7904.02266289	8039.93871866	8040.37808219
	4689.47580645	4748.25	4797.05361305	4928.01492537	4972.86157025	4953.54291417	4923.22105263	4789.21610169	4739.27032967	4613.14219114	4474.76642336	4402.0802139	4765.67532468	4798.36164384	4808.00598802	5040.55379747	5471.44178082	5559.52922078	5695.65635739	5980.81543624	6364.55271565	6786.60486322	7044.88596491	7414.6115942	7585.23835616	7575.80053191	7816.8987013	8069.76683938	8099.72431078	8153.4626506
	4955.12971698	5000.41787942	5107.48554913	5027.51782364	5174.10990991	5054.71869328	4984.06578947	4785.89641434	4796.73727088	4694.84175824	4507.33027523	4551.02189781	4872.57384988	4848.07272727	4927.22691293	5078.06231454	5499.934375	5553.36858006	5728.97087379	6044.625	6369.13988095	6753.17927171	7174.78989362	7394.21333333	7608.33419689	7692.44202899	7947.35560859	8131.03416856	8241.77802691	8255.80735931
