	346.160832747	203.124438329	201.637788533	271.970462409	386.674954676	609.881457034	755.485889386	815.308618013	761.725939141	715.251476707	664.630001031	544.172845098
	616.523830176	349.442615306	332.041709727	334.644384467	500.263549465	739.246250517	974.955045076	1080.32787155	1095.53221576	1151.51950186	1136.21961233	945.987042067
	1336.70704526	1010.20725361	673.562151382	646.780214314	824.17687888	1115.5237774	1245.22189303	1281.0281569	1282.61692694	1317.78779744	1380.94257117	1251.99771466
	1022.5	1208.12724576	984.709288885	828.725467992	970.428040561	1138.29935201	1218.4338955	1231.48939262	1337.10227717	1214.76363568	1336.05731271	1281.17149674
	1149.47024899	1150.64638379	1100.76503007	965.522347742	1026.61836292	1110.57109341	1194.83134668	1217.53819783	1390.757599	1245.23995194	1338.54004528	1323.20528898
	1338.24074229	1112.73640616	1105.14707922	1145.30050017	1137.32123122	1151.01648536	1214.98424345	1272.0717284	1293.39125822	1150.49908063	1340.47576769	1340.46118595
	1229.34020598	1077.18410615	1149.75267726	1238.19704004	1271.8102205	1274.45510848	1216.80605966	1207.88801291	1367.65118232	1261.90703728	1422.65346389	1419.8476587
	958.196175855	1036.66401215	1063.63830783	1272.47189996	1387.52516146	1322.3634011	1333.53504568	1296.25150369	1370.45805187	1351.41216366	1498.29535049	1425.28613732
	711.375079983	694.400388675	878.528782852	1262.32742253	1401.08576155	1469.11142496	1384.48792284	1376.6972634	1322.44584451	1379.71085367	1480.87544864	1299.68991984
	558.750308693	584.423930895	772.535576642	1086.59169683	1337.18641548	1421.85403735	1333.28817486	1333.59539197	1271.29248884	1350.8277071	1316.35488273	1150.29087812
	510.883300929	571.463304763	743.197068391	1096.31850097	1324.68532358	1385.31541939	1353.23095388	1320.67794481	1226.74235191	1319.28244901	1234.65506205	1124.24555716
	534.549022476	615.402899429	865.141060632	1178.33899171	1387.91464325	1395.67588596	1330.68509657	1310.9634657	1238.39368893	1304.5459121	1256.38935209	1053.92077224
	545.808273138	663.245777613	888.655409679	1204.56929983	1389.72465995	1371.47169533	1316.56845542	1276.04786547	1249.84686206	1322.84261647	1315.78200803	945.859645245
	556.895522742	654.563775223	907.464158374	1184.58440703	1402.42375027	1362.49491921	1333.01373042	1248.42979898	1297.40874354	1359.81470089	1392.19047305	935.80947134
	587.868213959	687.820397938	893.642355153	1184.98308486	1369.55624575	1339.88932744	1334.03811257	1259.31151824	1335.50741589	1396.72840073	1412.51643125	1018.52940209
	697.520958751	726.573449484	1007.89044671	1163.88254491	1328.49931638	1360.48480862	1366.05277854	1272.4945421	1301.91245891	1374.30422394	1456.90706107	1309.89728832
	752.621607506	867.059744779	964.631505843	1086.11676892	1260.56238767	1387.03176806	1369.67558669	1336.37607483	1441.35254335	1315.88690422	1415.94043671	1315.55952864
	870.239354668	812.078743278	830.917844246	935.499972348	1057.39876347	1251.14375812	1403.73725767	1392.95490071	1433.20826185	1414.46931105	1381.9793602	1339.17136277
	847.754186733	647.130218965	552.88730039	578.573502246	841.608906951	1142.0288687	1205.60068861	1395.80179565	1476.23689496	1442.94831544	1457.5056343	1348.87835054
	832.618368371	553.463589376	422.411359351	413.718693285	547.787801714	811.949132525	1100.43436058	1278.20506836	1373.81219334	1404.79534853	1431.94989461	1357.54333504
	558.47124918	394.103253594	282.268283446	259.704137565	341.098399667	553.92480922	850.792393683	1152.0803712	1263.19916596	1294.27055311	1384.44643569	1304.96777994
