	1958.76666667	1933.25	2004.59375	1915.94285714	1861.91153846	1909.08928571	1903.93023256	1929.74074074	1994.19245283	1940.43277849	1897.81690141	1897.12419974	1924.33205128	1908.99038462	1866.71917808	1939.11666667	2246.08053691	2221.08108108
	1929.67834395	1957.09017713	1987.28459119	1938.88326301	1885.27175573	1882.55076923	1875.63636364	1863.17465753	1932.74380165	1887.93674293	1871.52240717	1869.21126761	1872.35370611	1868.16499283	1854.8566494	1855.99534884	1908.76011561	1915.10582011
	1905.25	1940.50825083	2004.36690647	1950.38461538	1907.77425743	1875.58854167	1853.70353982	1856.20481928	1894.63588391	1866.07366771	1867.80645161	1863.07732634	1864.19482289	1852.7375	1849.27392739	1876.275	1911.53012048	1946.37878788
	1932.0	1927.96850394	1975.6106383	1949.33832976	1883.83574879	1903.69117647	1861.34448161	1849.18481848	1921.14114114	1871.05565863	1869.69158879	1866.375	1865.80283912	1858.23269231	1841.98181818	1881.64745011	1985.2875	2024.52380952
	1883.0	1922.13333333	1945.18888889	1919.65217391	1882.88472622	1883.84195402	1877.63481229	1880.91262136	1905.87313433	1871.88996139	1873.16304348	1864.71504425	1870.4320298	1859.92180095	1853.15962441	1877.62663185	1941.56891496	2015.20192308
	1921.0	1908.8	1952.88888889	1901.86734694	1867.12421053	1879.38738739	1889.23697917	1914.64307692	1902.41666667	1870.40727273	1870.546875	1863.79065421	1871.73396675	1870.45730028	1870.92211055	1887.80163043	1892.604811	1961.89140271
	nan	nan	1954.5	1915.46464646	1866.33834586	1890.48837209	1904.40677966	1898.34306569	1919.33333333	1876.50207469	1864.75779817	1876.03476483	1871.91618497	1861.38738739	1866.5488959	1883.53246753	1899.88185654	1979.07567568
	nan	nan	1985.4	1905.71111111	1893.73404255	1897.2012012	1887.24390244	1897.43764706	1915.32920792	1895.69292929	1873.61684211	1870.36701031	1886.27409639	1933.33701657	1943.10683761	1903.64728682	2040.37850467	2176.1119403
	nan	1921.6	1979.13333333	1929.16438356	1889.78139535	1878.76923077	1874.60180995	1878.45744681	1911.68	1891.35968379	1883.55419223	1873.92226891	1878.03504673	1895.90196078	1989.42631579	1984.17256637	2023.8071066	2125.74576271
	1866.97368421	1894.31325301	1958.8	1915.10991957	1872.08192771	1871.10079576	1858.98550725	1868.24528302	1896.83234714	1887.14341085	1867.71751412	1870.56913828	1873.90531178	1904.68199234	1986.68859649	2064.14705882	2257.5408805	2245.50704225
	1869.48301887	1915.22222222	1946.8025974	1893.35551331	1862.69622642	1862.48322148	1846.48267898	1851.86308068	1871.84	1866.32384342	1866.1508079	1858.76545455	1871.10638298	1911.596	1900.04489796	2058.05882353	2145.69032258	2262.55555556
	1924.63853211	1942.16229117	1924.77798165	1892.51718494	1859.82922535	1856.93791574	1844.80610022	1846.93298969	1856.23095823	1853.37614679	1849.13477537	1852.16100179	1859.34753363	1888.68879668	1960.22891566	2039.61538462	2077.44654088	2251.27906977
	1951.80452342	1945.49649123	1932.2835131	1895.34690799	1861.85714286	1860.89738431	1849.041841	1847.52511416	1855.03555556	1855.99448529	1849.48414023	1852.15068493	1866.77483444	1912.00446429	1946.59006211	2030.49681529	2011.13368984	2041.07894737
	1960.87978142	1953.75248933	1937.50948509	1903.09759358	1869.65014577	1865.36026201	1849.92105263	1848.62330097	1855.23320158	1857.70769231	1848.36683417	1850.11611785	1860.1571754	1902.29880478	1886.74519231	1930.58571429	1971.80733945	1928.5399061
	1943.91731266	1923.85219707	1908.42539267	1883.42467532	1859.06749311	1852.48172757	1847.48793103	1846.06953642	1849.56435644	1850.82458771	1852.53047776	1851.12859885	1858.56144068	1871.56932153	1889.02047782	1906.39937107	1911.22112211	1938.02463054
	1917.58076923	1891.18766404	1874.05562743	1858.60677083	1840.68545216	1844.77792916	1843.4214876	1842.39513678	1843.18140244	1839.83406755	1843.82866557	1850.24535316	1866.35745614	1889.78637771	1877.78552279	1887.68766404	1916.15705128	1963.17592593
	1899.0921895	1893.2357513	1862.92258065	1846.23537061	1836.32682292	1838.59308511	1839.76222826	1839.92575758	1837.50842266	1834.13793103	1837.96331738	1843.86177474	1853.77849462	1940.31803279	1872.22038567	1895.28571429	1905.88474576	1950.26254826
	1885.81690141	1886.87024902	1862.60621762	1848.64341085	1836.27532468	1836.05511811	1840.15033557	1838.84722222	1838.86363636	1837.89554531	1839.0906298	1841.2147541	1843.93320611	1929.38170347	1875.04938272	1891.02083333	1928.75892857	1939.23905724
	1877.92041078	1871.75494071	1860.79225806	1857.22938144	1840.44487678	1836.20899471	1840.57975035	1835.44680851	1839.89509306	1840.4493865	1838.64643399	1838.32769231	1842.50639854	1959.99337748	1879.59793814	1973.84081633	1919.33855799	1898.62711864
	1873.15424165	1869.3869281	1859.45747423	1864.24097938	1849.91287386	1838.89167768	1842.61726619	1834.75	1847.57692308	1838.18112633	1835.97196262	1839.5921875	1845.22893773	1995.8650519	1999.13779528	1933.18115942	1928.26433121	1922.30909091
	1867.16691958	1860.44031008	1852.83561644	1854.41369863	1847.03744799	1843.69480519	1847.8362069	1835.92531876	1839.61482821	1836.58293839	1837.74631751	1842.57167235	1856.75698925	1957.89453125	1897.19649123	1917.3869969	1898.49803922	1969.00434783
	1865.43612335	1856.5817757	1848.54115854	1840.69970414	1837.7274276	1852.60946746	1857.80833333	1842.62603306	1843.2807971	1843.80743243	1841.74094203	1845.64471058	1862.08371041	1955.66666667	1907.11217949	1914.66666667	1992.64655172	2097.95408163
	1878.07142857	1866.51298701	1841.40588235	1830.46268657	1835.51760563	1849.6637931	1860.14444444	1842.61783439	1843.41975309	1846.18956522	1837.51153846	1836.05172414	1842.75841584	1895.26315789	1907.31612903	1883.64666667	1990.96069869	2045.46524064
	nan	1939.16666667	1840.21719457	1837.79029126	1841.27407407	1849.11790393	1845.3062645	1840.95852535	1842.85683297	1836.65283019	1831.33771107	1824.76315789	1830.74438687	1859.63259669	1889.23103448	1904.79322034	1935.60909091	2176.31460674
	nan	8566.66666667	1956.6875	1836.87798408	1837.25454545	1842.89527721	1851.65178571	1845.79643766	1859.86602871	1833.26565465	1827.91929825	1816.51320132	1828.17565217	1860.65879265	1875.16	1869.66423358	1934.64125561	2081.75935829
	nan	8448.75	3283.91666667	1852.13450292	1826.47344111	1837.00426439	1865.92995169	1861.88629738	1835.69953052	1835.06410256	1816.73538961	1813.49590835	1827.42381786	1861.56167979	1872.68316832	1892.75087719	1956.14285714	2023.69191919
	10167.0	9078.42857143	4610.21428571	1813.625	1815.12075472	1832.11764706	1842.85260116	1848.52419355	1838.1184739	1821.79254457	1817.33447099	1818.85853659	1829.92226148	1844.9325	1866.02670623	1893.39322034	2019.3	2197.50898204
	10000.0	9509.38461538	4824.0	1839.27083333	1942.83076923	1978.36448598	1881.19574468	1838.53714286	1830.39963834	1822.29	1820.79859895	1818.29747899	1832.52313167	1839.89757412	1873.65048544	1882.00423729	2070.43678161	4209.375
	10486.25	9768.5	3701.64705882	1887.55357143	1894.6440678	1806.74074074	1920.42986425	1846.60900474	1832.025	1826.31089744	1822.89223455	1818.51920123	1825.24878049	1833.86618005	1832.12931034	1892.76388889	2677.89781022	5965.38636364
	9950.66666667	9558.83333333	4631.72222222	1857.625	1780.78169014	1799.90285714	1837.01993355	1844.91689008	1840.98327138	1826.80966325	1819.53173484	1813.80243572	1814.41477273	1822.62896825	1827.36141907	1847.35514019	2178.832	4221.6875
