	2011.7425083240844	2030.3185349611542	2045.6781354051054	2058.612652608213	2066.225305216426	2059.519422863485	2046.5438401775805	2042.715871254162	2042.7968923418423	2044.3185349611542	2051.033296337403	2055.3751387347393	2055.0554938956716	2057.186459489456	2074.274139844617	2084.224195338513	2079.840177580466	2069.2395061728394	2078.725429017161	2072.213649851632	2060.811616954474	2067.2885682574915	2064.4866369710467	2045.4283870967743	2056.992673992674	2057.3872679045094	2041.218045112782	2025.875	2050.0	nan	nan	nan	nan	2033.0
	2006.8534961154273	2019.5482796892343	2031.1698113207547	2038.9866814650388	2041.2985571587126	2039.984461709212	2037.6337402885683	2035.50166481687	2034.266370699223	2034.84461709212	2038.1764705882354	2036.7491675915649	2034.4350721420644	2036.778024417314	2045.6315205327414	2052.1409544950056	2051.3640399556048	2050.0144284128746	2053.1853496115427	2053.1198668146503	2049.2597114317423	2053.9711431742508	2054.2031076581575	2045.7269700332963	2045.2475027746948	2050.046614872364	2048.4617092119865	2046.7913429522753	2043.7247502774694	2039.4217536071033	2034.8079911209768	2036.7769145394007	2041.511653718091	2038.8940248027056
	2007.9012208657048	2017.377358490566	2027.284128745838	2033.4994450610434	2033.4761376248612	2033.3884572697004	2033.4972253052165	2032.15538290788	2032.0921198668148	2033.801331853496	2036.7214206437293	2034.8546059933408	2031.9855715871254	2034.1009988901221	2041.1764705882354	2045.5715871254163	2045.1298557158711	2043.7891231964484	2046.214206437292	2047.4827968923419	2045.5416204217536	2046.6725860155384	2048.3351831298555	2043.2186459489456	2041.3096559378469	2043.896781354051	2044.586015538291	2043.8213096559377	2041.1875693673696	2037.1853496115427	2034.5138734739178	2036.2253052164262	2038.9622641509434	2036.764705882353
	2010.7402885682575	2017.7247502774694	2026.025527192009	2030.7069922308547	2030.3596004439512	2031.8801331853497	2032.5560488346282	2030.9245283018868	2030.4539400665926	2032.1997780244174	2034.2874583795783	2033.023307436182	2031.9045504994451	2033.1620421753607	2036.984461709212	2038.6559378468369	2038.9234184239733	2038.266370699223	2040.165371809101	2042.6526082130965	2042.0266370699223	2043.3962264150944	2045.7047724750278	2041.8579356270811	2039.6193118756937	2040.8335183129855	2040.7136514983351	2039.9278579356271	2039.5649278579356	2038.1931187569367	2036.3551609322974	2037.558268590455	2039.4372918978913	2036.906770255272
	2014.0910099889013	2019.4661487236403	2026.214206437292	2030.0332963374028	2029.2874583795783	2031.0122086570477	2032.5338512763597	2031.5061043285239	2030.8168701442842	2032.5638179800221	2034.8046614872364	2034.1864594894562	2032.920088790233	2032.6581576026638	2034.4561598224195	2034.9234184239733	2036.2064372918978	2036.157602663707	2037.0743618201998	2040.3440621531631	2042.5471698113208	2045.1509433962265	2048.948945615982	2045.4350721420644	2040.3374028856826	2039.4694783573807	2038.7491675915649	2037.607103218646	2038.7669256381798	2040.622641509434	2039.7691453940067	2040.0055493895672	2041.5138734739178	2039.4483906770256
	2016.7269700332963	2021.7869034406215	2027.1309655937846	2029.3740288568258	2028.5693673695894	2029.9655937846837	2032.7092119866816	2032.5405105438401	2032.219755826859	2033.723640399556	2035.0754716981132	2034.4827968923419	2032.982241953385	2031.801331853496	2033.2874583795783	2035.0577136514983	2036.103218645949	2035.9811320754718	2036.480577136515	2040.1331853496115	2044.1831298557158	2047.7835738068813	2052.790233074362	2052.3218645948946	2047.3240843507215	2042.5149833518312	2040.7369589345171	2039.6059933407325	2039.7225305216425	2042.30743618202	2042.3551609322974	2042.5027746947835	2043.4827968923419	2041.8745837957824
	2017.6803551609323	2022.9489456159822	2027.8623751387347	2030.3795782463928	2029.0099889012208	2029.1531631520534	2031.3118756936738	2032.1953385127636	2033.3551609322974	2034.5205327413985	2033.9345172031076	2033.0654827968924	2031.6648168701443	2029.3795782463928	2031.4073251942286	2037.1198668146503	2039.0477247502774	2038.5394006659267	2038.951165371809	2041.5127635960043	2044.1331853496115	2047.410654827969	2053.6370699223085	2056.6392896781354	2053.465038845727	2047.1065482796892	2045.2086570477247	2044.5072142064373	2041.955604883463	2041.7558268590456	2042.568257491676	2043.84794672586	2045.4916759156492	2044.0499445061043
	2016.2752497225306	2021.9622641509434	2027.9778024417315	2031.6348501664818	2030.3529411764705	2028.418423973363	2029.2874583795783	2030.9389567147614	2032.2486126526082	2033.0998890122087	2032.3340732519423	2032.0266370699223	2031.103218645949	2028.4772475027746	2030.2741398446171	2037.9389567147614	2041.243063263041	2039.4128745837959	2039.5948945615983	2041.3795782463928	2042.361820199778	2045.031076581576	2051.4683684794672	2056.216426193119	2055.780244173141	2051.0632630410655	2048.5005549389566	2047.258601553829	2043.449500554939	2042.26859045505	2043.1775804661488	2044.9911209766926	2046.9400665926748	2046.586015538291
	2013.9389567147614	2019.519422863485	2026.2985571587126	2030.5360710321866	2029.2164261931187	2026.8834628190898	2027.5260821309655	2028.2619311875694	2028.6415094339623	2029.2519422863486	2029.645948945616	2031.3351831298557	2031.8201997780245	2029.301886792453	2030.5394006659267	2036.5360710321866	2039.9955604883462	2040.2075471698113	2039.9389567147614	2040.7769145394007	2040.284128745838	2042.3118756936738	2047.9622641509434	2052.5793562708104	2054.5782463928967	2052.836847946726	2050.788013318535	2048.004439511654	2043.566037735849	2042.9411764705883	2043.9400665926748	2044.3296337402885	2045.3762486126527	2045.8279689234184
	2014.974472807991	2018.2341842397336	2022.850166481687	2026.8901220865705	2027.2397336293009	2026.4295227524972	2025.8623751387347	2025.364039955605	2025.093229744728	2026.9256381798002	2030.0765815760267	2033.1231964483907	2034.3085460599334	2033.1309655937846	2034.6836847946727	2038.2830188679245	2039.9411764705883	2040.834628190899	2042.2863485016649	2041.560488346282	2041.4894561598223	2042.7524972253052	2046.6193118756937	2050.700332963374	2054.4250832408434	2054.8124306326304	2052.478357380688	2050.2519422863484	2047.3029966703662	2045.871254162042	2044.5738068812432	2043.2963374028857	2043.1786903440623	2044.8046614872364
