	4450.753424657534	4446.937198067633	4449.987922705314	4450.492753623188	4451.099838969404	4454.647342995169	4456.304347826087	4449.157131345689	4446.471394037067	4443.009669621273	4438.892828364223	4434.6607574536665	4433.027375201288	4426.0950080515295	4419.231884057971	4412.984702093398	4411.447665056361	4413.619162640902	4417.363929146538	4426.035455278002	4440.790322580645	4453.751007252216	4470.265700483092	4494.169082125604	4519.5644122383255	4545.898550724638	4573.906526994359	4598.051571313457
	4440.6833199033035	4440.135374697825	4438.029790660225	4438.16425120773	4439.30998389694	4443.622078968574	4441.309178743962	4440.214170692431	4430.233682514102	4426.34407735697	4422.585817888799	4416.526994359388	4414.378421900161	4407.239130434783	4399.466988727859	4394.268921095008	4390.427536231884	4389.9500805152975	4391.9863123993555	4398.112006446414	4409.641935483871	4421.265914585012	4436.728663446055	4458.481481481482	4484.057165861514	4508.8993558776165	4534.201288244766	4560.563607085346
	4432.708299758259	4433.620467365028	4430.226247987118	4428.806763285024	4428.606280193237	4432.788879935536	4431.568090249799	4427.0442834138485	4422.450885668277	4417.892914653784	4414.145732689211	4407.231884057971	4400.449275362319	4394.98228663446	4387.9919484702095	4381.37037037037	4379.315619967794	4378.142512077295	4379.856682769726	4386.775987107171	4397.234677419355	4402.87037037037	4417.943639291465	4437.291465378422	4461.206119162641	4485.867954911433	4513.1312399355875	4539.010466988728
	4423.838969404187	4424.207729468599	4422.563607085346	4421.238325281804	4418.768921095008	4419.586956521739	4418.587761674718	4415.888888888889	4410.622383252818	4405.716586151369	4401.302737520129	4396.714975845411	4391.3325281803545	4385.64653784219	4379.17230273752	4373.865539452496	4372.342995169082	4369.957326892109	4373.37117552335	4379.77840451249	4383.283413848631	4395.219001610306	4409.773752012882	4426.942028985507	4449.880032206119	4471.567632850241	4497.184380032206	4523.43961352657
	4419.888888888889	4418.311594202899	4415.69001610306	4413.179549114332	4412.315619967794	4414.170829975826	4410.4557165861515	4406.562801932367	4399.79307568438	4395.987117552335	4395.586623690572	4389.706688154714	4382.8993558776165	4377.059581320451	4370.772946859904	4366.87037037037	4366.268921095008	4364.924315619968	4367.3486312399355	4370.475845410628	4377.84460547504	4388.125603864734	4403.9557165861515	4421.260869565217	4441.132045088567	4463.8687600644125	4487.900161030596	4513.922705314009
	4415.169887278583	4414.239130434783	4410.799516908212	4407.269726247987	4405.873590982286	4407.520547945205	4403.0587761674715	4399.061191626409	4392.816425120773	4387.764895330112	4383.291465378422	4379.680354267311	4375.618357487922	4369.619162640902	4365.7181964573265	4361.8325281803545	4359.2093397745575	4358.930756843801	4361.831723027375	4364.610305958132	4372.483896940419	4383.165056360708	4398.6876006441225	4416.727858293076	4437.895330112721	4459.851046698873	4485.983896940419	4512.595813204509
	4411.704508856683	4411.244766505636	4407.83655394525	4403.135265700483	4404.881547139404	4403.152296535052	4397.092592592592	4393.97342995169	4386.586956521739	4381.283413848631	4378.326086956522	4373.462157809984	4369.7600644122385	4366.386473429951	4362.859098228663	4359.140901771337	4356.225442834138	4358.061191626409	4361.224637681159	4364.194847020934	4370.545088566828	4383.037842190016	4398.537842190016	4417.475040257649	4437.933172302737	4461.7600644122385	4486.769726247987	4514.472624798712
	4409.029790660225	4407.411433172303	4404.471014492754	4401.038647342995	4396.994363929147	4395.618357487922	4392.849436392915	4388.599033816425	4381.710950080515	4376.049114331723	4371.823671497585	4368.614331723027	4364.352657004831	4359.881642512078	4358.861513687601	4355.978260869565	4353.376006441224	4355.825281803543	4357.258454106281	4361.566827697263	4369.380837359098	4381.897745571659	4396.238325281804	4417.386473429951	4439.35346215781	4462.717391304348	4490.937198067633	4521.207729468599
	4408.61191626409	4407.3848631239935	4403.352657004831	4398.786634460547	4396.890499194847	4393.359098228663	4391.241545893719	4386.221417069243	4377.170692431562	4372.246376811594	4368.235909822866	4363.659420289855	4360.938808373591	4356.996779388084	4355.570048309179	4353.776972624799	4351.747987117552	4354.061996779388	4356.007246376812	4361.396940418679	4369.7818035426735	4381.499194847021	4397.306763285024	4418.67042707494	4439.49114331723	4464.227053140096	4492.598228663446	4527.337359098228
	4410.039452495974	4408.642512077295	4404.157004830918	4397.0861513687605	4394.400966183575	4391.314814814815	4389.518518518518	4383.0805152979065	4373.639291465379	4368.205314009662	4365.12077294686	4360.386473429951	4358.004830917875	4356.274557165862	4358.012087026592	4353.548309178744	4353.855072463768	4355.330917874396	4358.433977455717	4363.561191626409	4374.299758259468	4383.21578099839	4402.289282836422	4424.533064516129	4443.303787268332	4466.119162640902	4496.031400966183	4532.557165861514
