	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	771.269526248	9900.43854033
	0.0	0.0	0.0	0.0	2223.08962868	12248.2829706	4876.43021767	21683.2151088	21588.765685	20211.3072983	12475.9430218	20053.5172855	16338.0198464
	0.0	0.0	0.0	8984.43021767	21462.7989757	21555.7400768	21532.4199744	21618.8988476	21733.2983355	21794.8950064	21876.8706786	22016.8322663	18844.0307298
	0.0	0.0	5881.79769526	21189.1830986	21400.7119078	21458.7131882	21465.9987196	21589.9078105	21754.0230474	21814.68758	21855.6683739	22003.2215109	22017.240717
	0.0	694.04993598	20739.9129321	21225.2394366	21364.1421255	21439.3316261	21454.653009	21601.5608195	21770.5556978	21848.7861716	21983.8758003	22146.3790013	22421.46863
	0.0	6164.34699104	20770.6017926	21034.8553137	20911.5108835	21011.6542894	21328.9142125	21520.8886044	21741.809219	21819.2509603	22013.8412292	22304.4711908	22644.6517286
	0.0	13443.4724712	20574.0435339	20812.3162612	20976.3956466	21055.0588988	21136.2355954	21241.5224072	21458.284251	21729.8361076	22140.7861716	22464.4622279	22757.5134443
	0.0	8024.45966709	20338.2163892	20665.7797695	20890.9769526	21081.8245839	21236.2996159	21362.1075544	21593.2074264	21959.9346991	22369.3239437	22603.3277849	22768.0870679
	0.0	308.340588988	17633.128041	20178.1651729	20890.2996159	21139.9180538	21299.4622279	21566.0320102	21838.4839949	22140.8271447	22290.1920615	22070.9423816	22891.4353393
	0.0	205.037131882	18450.653009	20638.1933419	21002.9116517	21145.1613316	21328.6734955	21561.8962868	21912.3725992	22311.3008963	20247.822023	20889.7554417	23284.3828425
	0.0	771.269526248	9900.43854033	20855.4737516	21139.7528809	21351.7964149	21588.9641485	21886.3700384	22254.6914213	22670.7836108	23036.4212548	23406.7029449	23622.4955186
	0.0	11035.8002561	20782.9884763	21023.0601793	21286.4980794	21537.2983355	21801.2509603	22165.3854033	22569.8412292	22932.6824584	23296.0371319	23684.8617157	23906.4929577
	0.0	14618.234315	21032.46863	21267.0012804	21514.0268886	21791.5864277	22123.7144686	22501.1715749	22741.3777209	23080.0396927	23362.8233035	23980.1421255	24363.9449424
	2160.74391805	18233.7644046	21222.8681178	21506.0985915	21700.9756722	21929.8962868	22212.7631242	22649.5697823	23035.7746479	23316.9615877	23743.1818182	24360.1318822	24578.8924456
	2117.94494238	20513.5236876	21627.234315	21824.0371319	22084.0742638	22445.7567222	22728.9103713	22968.3790013	23299.6171575	23729.6235595	24195.8732394	24596.2586428	24506.1113956
	1279.81818182	21265.9193342	21965.8975672	22274.1472471	22644.8284251	22869.9948784	22967.2074264	23197.4571063	23570.5685019	23881.5710627	24162.3585147	24390.0909091	22584.8578745
	2609.00768246	22223.5057618	22649.4289373	22891.453265	22993.3751601	23090.1395647	23125.8079385	23423.3060179	23518.2586428	22995.0243278	22595.2970551	21382.6389245	23321.9628681
	2257.83610755	22780.8425096	23055.574904	23068.134443	23044.8668374	23106.3533931	23158.3252241	23362.1446863	22390.7618438	11780.7964149	10577.5083227	17239.3380282	21335.6017926
	6051.91037132	23062.7195903	23176.1165173	23127.5352113	23053.4711908	23089.5339309	23075.5492958	23269.2330346	21241.6145967	4592.39692702	17262.8066581	18843.5326504	20916.8898848
	17461.8258643	20574.3380282	23198.4596671	23052.0204866	22924.3290653	22900.475032	22826.7490397	22789.6107554	21413.2394366	15572.1523688	19071.0	19495.2138284	21177.1190781
	12475.9430218	20053.5172855	16338.0198464	22785.7362356	22626.3393086	22517.2919334	22386.4763124	22450.4327785	22408.8271447	22159.0012804	21335.6350832	20504.0960307	20968.0934699
