	7026.55752212	6693.05113078	6574.30973451	6539.61160275	6561.29891839	6610.77187807	6659.30186824	6721.80825959	6791.49459194
	6906.84857424	6629.25172075	6438.23697148	6506.37561455	6548.38544739	6582.00884956	6617.92330383	6662.77581121	6716.34119961
	6517.84562439	6264.27040315	6370.5899705	6461.42969518	6545.12881023	6551.40707965	6597.47492625	6630.95083579	6684.93510324
	5613.92822026	4359.22418879	3664.03146509	4539.29400197	5952.65486726	6313.06096362	6223.69911504	6388.71681416	6450.79252704
	4748.63618486	4354.9813176	4062.36086529	4251.11897738	5827.86234022	6022.94198623	6015.44837758	5856.26843658	6038.05113078
	3605.35693215	3637.82694199	3547.78367748	3724.13569322	4855.69616519	5409.54080629	5600.06293019	5915.21238938	6077.96853491
	2292.9439528	2999.31465093	3361.08751229	3565.69714848	4566.13962635	4568.11504425	5574.38053097	6106.5152409	6502.77876106
	2351.69813176	2621.85644051	3162.17502458	3502.03146509	4537.06588004	5319.24385447	5764.07374631	6489.86529007	6855.55063913
	4178.4719764	3401.26843658	3168.85447394	3784.15044248	5240.00786627	5947.5526057	6706.81415929	7023.82104228	7031.16519174
	6738.23402163	5327.55752212	4317.67256637	3985.71288102	5577.32743363	6817.00393314	7331.07374631	7178.48672566	7063.83972468
	7082.91543756	7796.23500492	5212.28318584	2698.55653884	6050.66568338	7322.12586037	7311.35791544	7236.47000983	7182.95083579
	8375.07374631	7395.25762045	4807.93903638	4045.52999017	5944.43067847	6680.7699115	7151.64405113	7265.47984267	7243.0432645
	7471.8072763	5357.40019666	5457.80039331	4782.91838741	4925.00098328	5696.2605703	7069.10521141	7237.8387414	7194.61061947
	4787.81022616	6071.48672566	5212.17010816	4284.27236971	5236.27630285	5853.10816126	6320.54473943	7040.92625369	7210.18879056
	6025.20550639	6191.53785644	4841.11996067	4926.32153392	6139.73746313	6150.42576205	6108.30678466	6312.7453294	6933.57227139
