	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	10061.2660056	4694.48459754	8534.89883336	2032.79424895	1122.31156959
	0.0	0.0	0.0	8310.49414041	363.772255458	331.537305671	281.865120224	267.883744465	305.309806819
	0.0	0.0	10446.4869431	416.918205216	403.054417335	374.000297458	355.550573245	342.97526249	344.939834409
	0.0	6444.98582133	1146.6855433	461.75413611	451.353482621	433.987728344	447.38821026	450.923182195	439.176554984
	0.0	8227.96263252	2580.5779463	2166.49268301	2626.61028188	2762.11207726	434.134643414	465.071598756	437.861823962
	0.0	10271.0082218	456.323854083	441.777935452	471.852624959	474.758140865	470.380165665	507.201296889	514.638119995
	0.0	9486.94537624	515.690093809	519.111077274	510.733730362	488.118940879	757.296185029	3061.84615275	1814.10974149
	0.0	2264.94388516	4212.32535528	1726.8338439	554.556563869	1166.41711696	1000.48072127	501.077328299	464.987745441
	0.0	4218.28476429	4835.1951674	2138.87558892	432.074337059	496.498743188	553.07513324	568.438824317	559.431315365
	0.0	8825.03712554	3842.12934625	432.627632875	428.938912414	490.458539471	546.182899343	585.39779345	849.149059334
	0.0	9693.72025748	1510.43983188	442.054513704	445.762794824	516.426726779	559.367879697	585.779411961	543.898609796
	0.0	8182.91028028	2007.62143122	466.689033464	497.296344575	538.458851547	586.632624511	553.060268141	487.189645363
	2264.47136195	6540.35539948	563.919431486	483.860344069	444.272358648	515.945137673	582.460096856	543.250376535	464.744018249
