	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3894.35254551	10267.9535039
	0.0	0.0	0.0	0.0	6581.35977234	10785.9618351	9075.34683502	823.131934529	2074.11300454	5683.18818368	11273.1503898	7182.85817776	10276.1392835
	0.0	0.0	0.0	10534.7236032	1162.94373352	390.8874211	363.687555413	319.999641903	250.118679866	291.552977663	327.144401738	404.138426968	8037.8519526
	0.0	0.0	9425.41532568	1162.56624324	409.649511632	389.792435908	377.416405849	332.299494988	197.714021496	196.996421221	246.423027979	365.158073007	1983.22432367
	0.0	3740.66507248	2636.95615133	451.113248421	432.073773198	414.800825519	411.871620423	360.90702773	230.687412394	251.408089092	362.97575245	423.793912384	453.844409876
	0.0	9427.68892708	1553.16468929	391.701133572	2525.80503138	2421.95981707	384.993003	367.769048968	231.889169998	226.266459385	378.386977346	438.731480418	445.060684795
	0.0	9751.11902614	1348.49514197	403.719269109	360.274971003	331.3614474	332.721480249	358.211896707	405.554909671	399.705783316	436.735147842	417.71886492	430.313043168
	0.0	9921.35956128	1692.04554415	459.537832349	476.979559425	451.586653612	443.992787385	877.741513846	1174.07122657	426.642001899	378.368634215	297.541187257	360.76884055
	0.0	2469.10241883	6998.80312844	3040.24689966	462.07928976	478.306137877	1176.79865991	455.100349418	431.421420198	436.775649001	2141.65231938	3680.47107511	418.893833225
	0.0	2016.297712	6032.35841354	1134.9691258	351.794381264	348.347824748	430.446377817	450.661466613	494.016365871	451.240765317	7037.61220203	6720.78793875	399.694250192
	0.0	3894.35254551	10267.9535039	434.4671906	354.04324791	410.144461964	444.28242652	451.916765787	493.262509724	478.351507203	449.129347533	366.223732341	439.840107769
	0.0	10290.9924424	459.534843722	373.116634937	396.68835794	444.685394967	473.303911445	485.233899529	524.18320867	459.317097681	407.716478909	978.596203187	1806.42774133
	0.0	9628.09301598	853.833976252	407.646405047	420.676326432	480.626835978	495.567530327	488.231797514	1696.63859947	1497.09681653	1925.88717891	1034.60040547	664.29709526
	6353.93883291	7202.25459797	481.086836971	414.304686339	365.920403976	435.975193704	483.664499937	485.903951147	460.083784523	419.874477993	540.692104231	662.537493362	693.872590272
	6360.44139614	4467.24813116	395.219046738	395.17430946	504.796159077	504.172398742	447.795235875	440.903509868	444.236026551	552.793065508	587.431323744	640.884495791	743.190291658
	5117.0924468	3723.12717951	400.825342183	535.079512402	501.050971016	460.02695459	439.781936415	469.391452018	483.241386499	1329.81774155	1353.26974617	640.181494897	6007.47739015
	7141.6821494	2320.0691624	530.948950318	474.18469897	457.03976953	454.050914284	478.667357802	504.380625564	2730.1206977	5081.80998442	6059.46299445	7787.800463	3636.85203889
	6780.72011868	2366.9171448	454.096845148	462.679313454	467.058030419	468.649333486	505.345063324	1308.41362571	5502.33101339	11954.6070379	11836.18636	10605.8686794	6772.32783057
	10147.2046659	1907.48372223	471.057752721	493.72641976	487.731431788	496.109682783	534.703799145	1323.50959329	6844.99860997	9269.91757736	10175.9578752	8975.14834023	6482.73552309
	10115.6734156	7532.45152901	465.756196739	477.628056546	472.020014699	480.337571709	474.666420791	1504.33812113	5622.38522413	10600.3877111	8221.45409954	7618.81358746	4761.92606019
	11273.1503898	7182.85817776	10276.1392835	530.516248542	518.637216372	561.392143556	974.221917321	557.555633003	1013.10697787	1895.59974698	3774.04675621	5104.66541243	3450.6423359
