	410.249300522	335.385243994	222.784301663	203.124438329	196.89799187	197.315411856	201.637788533	214.383999229	318.26202111
	580.916593983	498.021680707	889.058014577	410.908184874	211.212324271	211.043115449	213.201720135	218.30687287	237.256779365
	1747.35286031	1688.64231322	1164.62475167	702.318738078	288.318292318	498.238532896	344.961616451	343.173992211	285.973404909
	2815.20838334	3246.07875218	3323.59109769	3040.66487371	1953.31657746	1385.12198406	1604.73897072	1351.3714351	1292.24571671
	3567.35537466	3430.3148619	3390.20449672	3295.08032746	2306.27918181	2104.34173584	2115.30320928	2327.06260793	2163.99959454
	4183.32093165	3884.07700648	3712.19718329	3576.94031251	3279.03751514	2934.16465133	2761.31304536	2460.30708049	2304.48269352
	4584.73609253	4428.83626299	4215.21005462	3926.21808476	3644.56986929	3556.4591687	2966.65941197	2437.36334564	1944.18417174
	6544.84455913	5446.88841768	5155.01886089	4570.69159137	3900.40980105	3530.38561707	3139.26491084	2299.74415159	1702.34749067
	9468.09399059	7674.8802319	6177.8781881	5416.18919447	4199.14597909	3505.18648301	2707.55872796	2045.58566896	1835.92476015
	12585.1968464	10197.7929955	7523.08248491	5785.83153767	4480.84592159	3464.04595006	2406.11519831	2096.06724647	2106.31641278
	13135.6289011	11213.2357349	8233.80899444	5457.37393987	4581.09274795	3419.32544278	2498.4187329	2225.56743382	2055.40361611
	13721.9392087	11123.5340333	8381.34953359	6305.08061135	4690.06301167	3872.41855223	2958.92188423	2305.18651119	2177.5878241
	12946.2665596	10019.8663976	8418.71647322	6459.45435426	5036.62173256	4469.26675456	3156.83211756	2581.3449776	2476.63206775
	10518.8478331	9752.88391426	7869.12066928	6146.98886015	5306.21893997	4606.23007977	3897.28114393	3050.94277311	2747.99309406
	9911.31825548	8660.81456124	7244.06640432	6340.00695277	5294.85503295	4981.3227361	4575.33392351	3989.86649526	3317.09945694
