	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.769005848	2200.15107212	4851.67153996	4606.19980507
	0.0	0.0	0.0	0.0	20.5019493177	391.703703704	462.611111111	400.72417154	66.0614035088	21.2339181287	0.0	0.0	20.160331384	4337.01315789	7378.17933723
	0.0	0.0	0.0	86.5633528265	1010.11988304	2072.79239766	2271.91033138	1175.03411306	696.254385965	1737.19785575	10919.8893762	10674.1598441	10565.5867446	10574.7183236	10563.5994152
	0.0	0.0	43.2543859649	899.498050682	4356.25536062	5786.0711501	5183.63645224	4683.94054581	6459.08674464	7574.21150097	12828.4488304	11777.6218324	10899.8367446	10448.9317739	10174.3684211
	0.0	22.0204678363	581.399610136	4372.70955166	8989.8460039	11766.3167641	11493.8265107	12534.2504873	13547.9239766	13550.5614035	13038.3089669	12395.6076998	11792.7699805	10276.4454191	9645.78508772
	0.0	108.529239766	2211.75925926	10131.8528265	15198.4951267	17602.6608187	18048.0750487	18831.4074074	18854.9892788	18724.7251462	19284.4030214	17883.0891813	14996.1335283	12541.8684211	10421.0297271
	0.0	324.06920078	4045.35380117	8893.69395712	18629.2719298	19539.2241715	21423.1101365	21091.871345	21691.4980507	21621.1959064	21094.3810916	18043.3762183	8902.21734893	2006.58869396	434.470760234
	0.0	915.384990253	4105.04288499	9608.80311891	16626.8586745	16437.2426901	15954.6208577	21845.3947368	23457.6890838	23425.91423	21526.6793372	15035.5224172	6757.05750487	824.299220273	400.279727096
	0.0	933.631578947	6203.17446394	15799.1861598	15094.2319688	11582.0116959	13683.1335283	23386.9502924	23856.9532164	23427.6500975	10477.0097466	6850.57504873	1786.91130604	99.8693957115	1050.99707602
	0.0	23.7826510721	6029.63547758	15872.5730994	9852.31384016	11007.2300195	19134.5360624	24133.579922	23007.7894737	16842.1510721	9461.39766082	3557.67446394	487.408382066	140.141325536	1649.84697856
	0.0	45.769005848	2200.15107212	4851.67153996	4606.19980507	17047.119883	21770.9707602	23135.4317739	23772.9493177	18900.8079922	7933.49805068	2146.35380117	876.752436647	827.860623782	4305.82651072
	0.0	161.902534113	2028.44639376	5924.53606238	13656.9346979	22419.0233918	23473.8323587	21456.4424951	21626.1052632	20034.08577	12959.4707602	7006.21832359	3634.08089669	2638.56237817	8336.11988304
