	6900.99811499	6379.23374175	6386.667295	6270.91234684	6041.45711593	6289.49104618	6495.93119698	6497.17907634	6395.26201697	6359.85956645	6292.21960415	6219.40904807	6112.80584354	6049.5730443	5982.1328935	5940.20263902	5915.27521206	5912.98303487	5933.78510839	5964.77662582	6009.09896324	6071.64090481	6153.83883129	6250.56173421	6367.5061263	6494.59754948	6640.7332705	6801.02356268
	6030.42884072	6200.16211122	6319.52309142	6364.70405278	6365.86239397	6412.80113101	6363.12723845	6321.03298775	6277.28934967	6215.63336475	6151.14326107	6077.37417531	6002.03298775	5937.76625825	5883.69557022	5853.36663525	5837.42318567	5839.1328935	5854.73421301	5876.6804901	5915.20923657	5969.35532516	6042.81903864	6140.3072573	6248.85862394	6372.66918002	6511.93590952	6663.66446748
	6331.11027333	6585.05843544	6434.4005655	6408.75306315	6336.63147974	6275.53817154	6228.89255419	6196.18190386	6153.26578699	6099.72290292	6048.66352498	5984.99340245	5919.62582469	5865.32893497	5821.12252592	5791.90951932	5775.00377003	5775.21017908	5787.31102733	5811.96512724	5841.81244109	5890.22808671	5958.09048068	6048.96606975	6152.09802074	6269.6936852	6401.3195099	6551.73892554
	6150.71913289	6477.95664467	6459.88407163	6332.27709708	6242.43355325	6189.28557964	6154.76908577	6123.12158341	6080.40339303	6036.09519321	5984.9066918	5925.58529689	5868.99811499	5820.44392083	5778.9604147	5749.96701225	5731.65032988	5729.2130066	5740.68897267	5758.68237512	5785.81903864	5829.9066918	5892.39114043	5974.43732328	6079.48916117	6188.84637135	6314.77097078	6456.46559849
	6352.52309142	6532.10084826	6380.0933082	6294.83317625	6207.87370405	6161.88972667	6119.26578699	6089.60980207	6051.84731385	6005.8671065	5953.08671065	5895.44863336	5840.73704053	5790.86239397	5749.43261074	5717.51178134	5697.25730443	5696.16493874	5710.32422243	5723.65975495	5747.77097078	5789.07068803	5848.28463713	5924.01131008	6020.24599434	6123.2667295	6242.82375118	6371.93496701
	6380.89538172	6383.03770028	6363.99434496	6252.32893497	6198.33459001	6140.83600377	6097.19415646	6077.12158341	6037.55230914	5991.86145146	5936.19886899	5874.53628652	5821.82375118	5769.01225259	5724.0395853	5694.18001885	5675.27709708	5669.08482564	5680.11404336	5692.9472196	5714.08953817	5751.94062205	5802.88407163	5879.0933082	5965.18378888	6064.06597549	6174.49010368	6290.52780396
	6644.99245994	6574.41093308	6349.05843544	6278.40527804	6191.00282752	6134.79924599	6096.67577757	6073.75212064	6033.17530631	5981.94910462	5929.98586239	5864.88784166	5806.60414703	5755.2262017	5708.42507069	5680.43543827	5658.31008483	5651.59660697	5655.2403393	5668.77191329	5686.61262959	5720.02167766	5768.74929312	5835.44674835	5914.40527804	6007.56927427	6105.39773798	6215.18378888
	6884.79359095	6630.37983035	6393.22337418	6283.45051838	6196.63713478	6121.45617342	6080.81809614	6056.82280867	6023.74929312	5972.00942507	5915.45146089	5851.14514609	5790.0537229	5738.13477851	5694.96229972	5664.34872762	5641.67106503	5632.87087653	5636.99057493	5645.7332705	5661.23279925	5693.90386428	5736.26295947	5795.2139491	5869.3063148	5945.46182846	6039.77474081	6133.14514609
	6944.95570217	6659.22525919	6437.40527804	6279.23468426	6187.26390198	6114.82186616	6070.1206409	6042.83600377	6008.25447691	5957.73138549	5904.03204524	5836.43072573	5778.70405278	5726.59283695	5681.83883129	5651.37888784	5627.14231857	5622.66540999	5621.98586239	5628.70970782	5639.1196984	5668.19038643	5706.60885957	5756.78510839	5818.95664467	5889.6795476	5971.76531574	6055.57869934
	7008.65504241	6634.02167766	6403.45711593	6247.56550424	6168.62959472	6100.00471254	6055.29877474	6029.63242224	5999.3732328	5947.55325165	5892.63147974	5829.52591894	5769.37417531	5717.74929312	5675.27803959	5642.33553252	5619.16965127	5611.69934025	5606.92836946	5611.61734213	5621.9736098	5648.24976437	5680.23468426	5723.92459943	5780.0405278	5846.00848256	5915.56361923	5983.25447691
