	1757.2850534139766	1743.4064548901201	1732.3158424604028	1727.098859362661	1727.151846297061	1726.0117505005246	1726.1348325922072	1726.4067046376508	1725.3965454653037	1724.7174089131165	1718.3427921183593	1713.9799293104036	1714.118285619203	1715.71085436719	1718.9273086177575	1724.387963385287	1723.5007652136026	1732.998379912043	1740.5371528564597	1750.8744783935776	1771.483449776909	1788.1435109224765	1803.7933986093033	1817.0301880292336	1827.5254935985727	1832.0896734931432	1831.1774242125675	1835.4023605552122	1830.0966187747488
	1777.2665937409408	1758.7684245320445	1741.123081838193	1735.7251047009115	1732.769812956381	1731.5221792309517	1730.5424075971962	1731.5708758296737	1728.7551947116358	1725.7031993311184	1722.3900754623169	1720.3824270882217	1718.8998920279787	1720.6733921227653	1717.9421223538816	1724.6139484914352	1729.508318151922	1739.276562517079	1755.0370386594811	1770.8333162985018	1785.4059047737849	1799.529331318508	1815.732887397267	1831.0728543211126	1837.9338649021954	1839.808406568044	1844.7311945305332	1843.196143398767	1835.2131578432704
	1807.5576060089616	1776.9033024046812	1753.2830737383972	1741.9172220496826	1738.6245383702458	1738.3879874609156	1737.5951641536558	1735.834822694475	1733.382251572805	1731.2238244792832	1726.5182592164665	1725.2720155086304	1724.1115200878946	1724.18159489893	1724.7853051493335	1727.0895328411693	1735.903587818251	1745.706317221568	1758.7288668982706	1778.0921165640052	1795.73703583899	1811.0508373875236	1826.5286931355538	1839.3946102858652	1846.708664486467	1854.9891808161824	1856.2652700932335	1850.9174113857669	1844.2780045993018
	1834.9435507233113	1797.338950804824	1766.0612609469883	1751.4428967519036	1748.2090107053891	1744.2180128259895	1743.8569507200946	1742.9579888525104	1736.3928536351393	1732.9365526917381	1730.1228748202907	1726.8161241271205	1725.615460553828	1726.3185934803928	1725.8902680738815	1730.8275624610146	1739.1115992461428	1748.795302952002	1762.3307520417998	1782.503640282387	1797.6791535531	1820.919666937897	1835.397361615436	1847.95184696644	1855.4281170657034	1858.2108547279454	1860.6801449170916	1854.2487606687434	1850.7390846052936
	1868.1852289799522	1817.4268057919596	1779.838316175215	1760.3980542224801	1754.2256462345692	1749.7862205847111	1748.956053947864	1746.4569311783632	1741.6443842390047	1736.6263729972256	1730.1725928976862	1727.4946753707195	1724.215548862432	1726.5098431884028	1728.2471707322104	1734.0976501287514	1743.4970906375863	1756.7601648046202	1770.584990086027	1786.8396960935902	1801.6480605495012	1825.766007117566	1845.4205193529212	1857.3195894209855	1864.5640074805292	1864.3757511260649	1858.9931539116953	1859.6466420334762	1854.6885520615094
	1900.388379449877	1837.910299930475	1790.4607346197197	1769.2080745132828	1757.7117760196695	1751.9717539715323	1750.5767902910868	1747.133338726555	1743.0878680885394	1735.2439055110076	1728.9334805431904	1726.2146211228885	1725.7274598157237	1724.4537678720144	1727.058834263795	1734.2777130029945	1745.5916583442097	1761.6159409248924	1773.5338220984215	1793.8873178499925	1804.230170853543	1824.6022395994587	1846.7879824144713	1857.912996147886	1865.7014292138772	1869.163452431883	1868.8520667147184	1866.863608330675	1858.96318359156
	1929.4320679138018	1858.39152723032	1803.175879418002	1777.294896517771	1766.5795927508511	1759.0783234157163	1754.9126137284688	1749.521248685821	1743.1180225620776	1735.5981379386951	1730.4950662527556	1728.2971260103293	1724.6962267942786	1722.9305461800272	1725.9924530562234	1733.3920313343344	1746.2974287673694	1764.1544184007362	1780.2418511539931	1792.4777161201196	1812.7858118112024	1829.9365992219618	1843.3832945565714	1858.6468502708562	1865.4653040695239	1871.351414207085	1872.0262542974017	1864.6956511226128	1862.56508014558
	1959.9205524193073	1879.8146775663754	1818.8344401166403	1785.3595328824551	1772.3510178101826	1764.0340701824987	1759.481347929917	1753.055452908662	1746.8770120958982	1737.334775862041	1730.3348754159917	1726.4782048704892	1724.6994484077218	1725.1918125676075	1729.638752370796	1735.2851456931762	1748.255872024406	1763.9368942724032	1778.661981976475	1792.0394651987858	1808.7515220257176	1824.9239303133022	1838.9011000330563	1856.2358072389518	1858.6678054797517	1872.0406655929069	1873.9271130331986	1870.291665456612	1863.4019515212292
	1986.8170775491647	1899.084609197067	1833.5202391668386	1796.579990260678	1781.9355098042383	1770.4216753660396	1763.8520858552406	1759.0849694335354	1751.7363374350582	1739.303904883432	1733.2385618981607	1728.0841669984368	1726.6415451856242	1727.139316051488	1732.2339404141	1737.3318612633107	1747.034267814275	1761.5816821426406	1777.587834652102	1792.7586078237791	1807.2118933486786	1824.3078977469763	1833.7564635435463	1853.2467121876193	1861.7330946389884	1869.769828891585	1870.6421756730708	1871.0179698193556	1869.9214056221717
	2018.3722314174197	1920.5164248532851	1850.3097683010228	1809.213961593857	1787.8499758213386	1774.4363442203107	1768.9341909285251	1763.1450749134865	1754.6562761725493	1745.2502009568195	1738.1846597029667	1732.0831338171656	1730.5045966149337	1731.89580336457	1734.613883740576	1739.1552923188788	1749.4855229072891	1762.6788277637438	1777.9991681367017	1792.885993149718	1808.9998793974353	1827.8663796014373	1835.2028377610175	1853.1932611662135	1859.719511579729	1865.9984063764327	1866.6502046923363	1867.8989031897245	1866.997367739894
