	11	9	9	12	11	15	18	20	23	27	40	47	44	45	48	53	57	59	64	66	61	58	52	51	55	58	59	64	64
	13	12	11	12	15	18	19	20	26	35	41	44	45	47	55	59	64	60	64	63	62	64	56	55	56	60	53	57	63
	14	9	11	14	18	20	21	23	27	31	42	47	45	51	56	61	65	61	64	69	67	58	59	56	63	53	54	47	50
	12	13	15	16	17	19	20	22	31	35	43	48	52	60	61	63	65	64	67	76	72	61	61	61	63	61	55	52	51
	13	14	14	17	16	20	21	24	32	35	49	54	58	59	65	67	64	63	68	75	71	59	54	56	57	57	55	48	48
	11	17	18	17	20	26	26	28	36	42	52	58	59	63	69	68	70	71	72	74	73	74	57	58	63	59	53	48	46
	13	14	17	15	18	22	26	31	42	47	54	66	68	69	74	71	76	72	76	81	74	72	74	61	64	55	46	41	44
	10	12	13	15	19	21	27	30	40	49	61	69	73	70	72	78	76	79	83	87	87	84	83	75	75	52	44	41	39
	11	11	15	15	15	20	22	24	35	52	58	67	71	72	74	81	80	86	86	91	93	91	89	80	68	56	53	46	49
	6	9	11	8	16	24	22	23	32	44	53	65	69	70	78	85	82	88	89	92	91	87	92	82	71	55	53	55	53
	5	4	4	4	13	18	19	21	29	35	50	65	68	69	77	81	80	82	91	92	93	90	86	83	74	63	62	59	57
	5	2	3	4	7	13	11	18	23	31	45	59	64	67	73	80	75	80	84	93	93	88	87	79	70	67	58	56	50
	4	3	3	5	7	16	13	17	24	27	40	59	62	64	72	75	72	78	84	83	79	84	82	80	72	64	64	55	53
	5	4	4	6	8	12	16	16	27	27	40	50	57	58	65	66	72	80	87	84	84	84	86	84	78	72	67	63	53
	5	5	5	8	10	15	16	21	26	34	38	49	56	55	59	61	60	76	84	79	85	88	88	77	73	65	68	58	60
	4	5	7	8	12	18	18	23	27	33	38	53	50	48	63	65	72	72	72	80	79	93	88	83	75	76	76	73	74
	4	5	6	7	9	20	21	31	26	30	42	44	49	53	63	64	71	78	81	83	82	89	93	92	88	91	94	100	91
	4	3	4	9	10	21	31	35	34	40	50	58	56	49	62	65	71	82	87	85	84	94	92	94	95	102	96	108	107
	6	6	5	8	13	17	25	33	42	40	46	53	54	60	66	75	78	87	87	89	94	100	100	95	98	100	99	111	116
	5	5	6	8	10	12	18	33	37	41	40	52	57	58	67	78	88	99	92	104	108	108	103	104	108	103	105	99	108
	4	3	3	5	8	8	16	26	32	29	43	51	55	66	71	84	93	99	102	110	109	109	107	111	115	115	111	105	109
	2	3	6	9	7	9	19	27	30	29	39	44	50	66	75	85	90	101	109	117	115	119	113	120	125	125	124	129	124
	3	3	6	7	8	12	19	23	26	25	37	45	52	74	82	89	98	109	112	121	118	123	120	121	131	131	132	132	136
	6	6	10	12	9	18	27	27	27	26	37	46	58	75	89	98	107	118	117	127	130	129	130	132	131	134	137	135	143
	12	9	14	19	16	20	27	30	28	30	41	53	64	75	84	103	108	115	123	129	133	135	131	134	143	144	144	147	157
	17	14	19	21	20	22	28	27	30	34	42	53	64	68	84	100	110	120	125	130	134	138	139	148	154	156	153	159	160
	19	17	21	18	22	23	29	28	35	37	39	59	56	62	88	110	109	119	125	132	137	143	152	159	161	165	165	164	162

1324
