	3495.7794238683127	3415.0655339805826	3291.663422546634	3185.8088235294117	3137.5317779565567	3101.431854199683	3107.132520944402	3057.866866118175	3034.0914454277286	3015.8913994169097	2999.9382183908046	2960.513318934485	2935.866666666667	2930.446263345196	2900.6234701223902	2885.8670977011493	2877.7702219040802	2873.185317177477	2865.0099573257467	2872.304809052334	2870.4925899788286	2891.046755059316	2902.886648122392	2911.8332184700207	2923.9643102264927
	3445.790349417637	3346.3884297520663	3261.013029315961	3166.2408163265304	3136.142050040355	3122.1864139020536	3107.2161955691367	3076.312640239342	3040.082535003685	3001.7681584739544	2984.6738973246565	2959.8281811646298	2942.49356223176	2913.8316618911176	2892.5119305856833	2875.9647228221743	2866.9505021520804	2865.668817204301	2856.353109363831	2867.8491103202846	2872.5774946921442	2891.152875175316	2893.217086834734	2904.3977746870655	2922.3198074277852
	3429.3425	3314.5498338870434	3230.334426229508	3140.609477124183	3166.0696202531644	3119.9434406912806	3114.4200459066565	3075.064296520424	3035.742750929368	2980.1632047477747	2958.1852122986825	2946.924023154848	2939.6262553802007	2906.6311239193083	2889.7557803468208	2872.3073029645698	2855.108695652174	2862.410367170626	2866.10485021398	2867.690391459075	2875.648936170213	2883.9738330975956	2885.6995768688294	2901.9567039106146	2924.8763736263736
	3403.4475639966968	3330.300892133009	3233.0219155844156	3166.9790153349477	3162.5565964090556	3118.4195046439627	3074.064714946071	3044.3112633181127	3001.299924069856	2958.637048192771	2956.9940959409596	2917.6033848417956	2922.1315028901736	2901.322206095791	2858.2966226138033	2849.4145267791637	2861.6172214182343	2865.2844827586205	2880.22143364088	2866.5727532097003	2879.3435060326474	2883.1179815209666	2877.292492917847	2898.6666666666665	2918.7884217780843
	3440.789983844911	3308.5926222935045	3267.5447347585114	3163.109076433121	3145.5535714285716	3082.155159038014	3074.392609699769	2988.3643410852715	2974.4553158705703	2951.0297482837527	2911.1382978723404	2906.46875	2895.8274596182086	2877.063643013899	2860.2952029520297	2852.4670087976538	2847.56126192223	2859.492040520984	2877.808876163207	2877.5238434163703	2875.8165596002855	2875.364479315264	2878.0113394755494	2897.5	2920.884668508287
	3416.296502384738	3313.340425531915	3266.0371229698376	3147.273510971787	3083.901792673422	3032.8470588235296	3021.612626656274	2958.31220657277	2925.9158805031448	2896.415300546448	2884.6369969040247	2859.5581929555897	2864.686333084391	2854.1227678571427	2848.902384500745	2849.227474150665	2843.318851251841	2854.962827988338	2872.771223021583	2856.756678700361	2863.7791366906476	2876.2544547398434	2874.039145907473	2894.958596491228	2915.2724757952974
	3432.4651702786377	3327.954858454476	3267.4382107657316	3127.9976833976834	3062.6560062402496	2968.5019952114926	2959.14082278481	2922.1459159397305	2856.875100080064	2855.8017515923566	2842.111374407583	2835.333072713057	2825.34509202454	2834.3045454545454	2819.412746585736	2837.03286034354	2828.2775297619046	2838.5670103092784	2855.597080291971	2848.4170305676857	2863.0253073029644	2870.994989262706	2876.0935714285715	2888.193229901269	2914.334948096886
	3415.754110612855	3329.181953765846	3245.847076461769	3127.4927091327704	3008.028146989836	2936.2569610182977	2920.9584	2879.8053097345132	2809.378554021121	2808.311435523114	2800.139403706688	2796.796812749004	2785.6422955974845	2818.9574303405575	2815.736923076923	2824.9961890243903	2820.9267924528303	2820.89552238806	2837.113082039911	2857.3095411507647	2863.3727338651197	2867.9243515850144	2870.720345075485	2893.5430790960454	2916.3911234396674
	3407.438686131387	3311.6186252771618	3217.0449775112443	3063.201399688958	2981.5515342250196	2935.3547619047617	2882.9048387096773	2848.53013029316	2753.1295681063125	2766.971193415638	2776.3007334963327	2763.7247557003257	2772.0545746388443	2804.5007886435333	2809.7890625	2804.5347758887174	2793.6464258262877	2801.519696969697	2821.404921700224	2842.786607799853	2847.5938641344046	2856.3914306463325	2862.7590448625183	2877.9592857142857	2899.8536414565824
	3369.4107913669063	3270.9436722750547	3159.1661654135337	3053.5196911196913	2958.101185770751	2911.3043130990413	2845.3455284552847	2770.1537822111386	2698.834738617201	2703.1009251471824	2725.7250830564785	2712.71926910299	2746.659035159444	2752.6720779220777	2752.7966101694915	2768.0992063492063	2778.5108864696736	2790.8863287250383	2807.7889977392615	2827.142962962963	2838.5949926362296	2854.7863935625455	2862.9681390296887	2874.564011379801	2900.5719273743016
